	Enrichment	P-Value	Q-Value
GOMF_METHYL_CPG_BINDING	-0.2626649556448786	0.1	1.0
SUZUKI_CTCFL_TARGETS_UP	-0.26277234761604656	0.6	1.0
HP_PERIVENTRICULAR_WHITE_MATTER_HYPERDENSITIES	-0.2627851724622745	0.3	1.0
HP_ABNORMALITY_OF_THE_DENTATE_NUCLEUS	-0.2628702301040287	0.6	1.0
GSE16266_CTRL_VS_LPS_STIM_MEF_UP	-0.2628739264214407	0.1	1.0
REACTOME_SIGNALING_BY_PTK6	-0.2628827300909278	0.1	1.0
GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_UP	-0.2629131627762266	0.1	1.0
KEGG_RENIN_ANGIOTENSIN_SYSTEM	-0.26293059420511605	0.1	1.0
GOBP_CELLULAR_RESPONSE_TO_ALDEHYDE	-0.2629484846858742	0.6	1.0
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_ONE_CARBON_GROUPS	-0.2629796527595238	0.1	1.0
HELLER_SILENCED_BY_METHYLATION_DN	-0.26305392450004056	0.1	1.0
HOFT_CD4_POSITIVE_ALPHA_BETA_MEMORY_T_CELL_BCG_VACCINE_AGE_18_45YO_ID_7DY_TOP_100_DEG_EX_VIVO_DN	-0.2630713883775337	0.3	1.0
MIR6128	-0.26308219215700474	0.1	1.0
WP_ENERGY_METABOLISM	-0.2630876619198081	0.1	1.0
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	-0.2631283538050329	0.1	1.0
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME	-0.26313325852714053	0.3	1.0
HP_ANOPHTHALMIA	-0.263172961943132	0.1	1.0
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN	-0.26319511754032276	0.1	1.0
TESAR_ALK_TARGETS_HUMAN_ES_5D_DN	-0.2632039599401298	0.3	1.0
RIZKI_TUMOR_INVASIVENESS_2D_DN	-0.2632068666869129	0.2	1.0
GOMF_GAMMA_TUBULIN_BINDING	-0.2632504235016158	0.3	1.0
GOBP_REGULATION_OF_NEURON_MATURATION	-0.2632774688581787	0.6	1.0
WP_KYNURENINE_PATHWAY_AND_LINKS_TO_CELLULAR_SENESCENCE	-0.2633221886411202	0.5	1.0
HP_CHORIORETINAL_COLOBOMA	-0.26333414332909444	0.1	1.0
GOBP_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	-0.26335250800963755	0.1	1.0
chr1p35	-0.26339813790101224	0.1	1.0
GSE23505_IL6_IL1_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP	-0.26340112843841385	0.1	1.0
GOMF_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY	-0.2634022257462631	0.1	1.0
HP_PARONYCHIA	-0.2634138789956486	0.4	1.0
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS	-0.263489018251933	0.1	1.0
GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY7_UP	-0.26349368861375455	0.1	1.0
MIR365A_5P	-0.26361853342494995	0.1	1.0
GOBP_REGULATION_OF_STRESS_GRANULE_ASSEMBLY	-0.26365014579619495	0.5	1.0
HP_ULNAR_DEVIATION_OF_THE_HAND	-0.2636583219996305	0.2	1.0
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_FOLDING	-0.26372010551263236	0.4	1.0
GOBP_RESPONSE_TO_PROSTAGLANDIN	-0.263737164457947	0.1	1.0
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_DN	-0.2637636312273205	0.2	1.0
ZNF586_TARGET_GENES	-0.2637659323108001	0.1	1.0
GOMF_CARBOHYDRATE_CATION_SYMPORTER_ACTIVITY	-0.2637714924407166	0.3	1.0
GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_DN	-0.26380618875107775	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	-0.26381656936742176	0.3	1.0
MIR6529_5P	-0.2638357365552012	0.1	1.0
GOBP_NEUROTRANSMITTER_METABOLIC_PROCESS	-0.26387561554034333	0.1	1.0
REACTOME_CREB_PHOSPHORYLATION	-0.26390044729231554	0.7	1.0
ZNF157_TARGET_GENES	-0.26393041722290905	0.1	1.0
REACTOME_DEADENYLATION_OF_MRNA	-0.2640092851393068	0.4	1.0
GOBP_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	-0.2641748092776637	0.3	1.0
REACTOME_NEUROFASCIN_INTERACTIONS	-0.26419630895278196	0.5	1.0
THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_28DY_UP	-0.26424793820704484	0.1	1.0
WANG_NFKB_TARGETS	-0.26425590951068945	0.2	1.0
GOMF_EXORIBONUCLEASE_ACTIVITY	-0.26426015931758984	0.2	1.0
HP_ABNORMALITY_OF_THE_VESTIBULOCOCHLEAR_NERVE	-0.2642626480085841	0.4	1.0
HP_SYMPHALANGISM_AFFECTING_THE_PHALANGES_OF_THE_HAND	-0.26428532115652553	0.3	1.0
YANG_BREAST_CANCER_ESR1_UP	-0.2643471752620733	0.2	1.0
MIR7106_3P	-0.2643597050753073	0.1	1.0
GOBP_CELLULAR_RESPONSE_TO_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_STIMULUS	-0.2644201802121671	0.8	1.0
GOMF_7SK_SNRNA_BINDING	-0.26443806347781107	0.5	1.0
GOBP_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION	-0.26447381100899375	0.1	1.0
MIR629_5P	-0.26448472326962025	0.1	1.0
MIR12121	-0.2645194913959887	0.3	1.0
GOBP_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION	-0.26456403328877953	0.2	1.0
REACTOME_MUCOPOLYSACCHARIDOSES	-0.2646027953572343	0.3	1.0
HP_ABNORMAL_SIZE_OF_PITUITARY_GLAND	-0.2646427325445065	0.1	1.0
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_UP	-0.2646527955519418	0.1	1.0
HP_EXERCISE_INDUCED_MUSCLE_CRAMPS	-0.2646851602018144	0.4	1.0
MIR1257	-0.26471757941533136	0.1	1.0
GOMF_TAT_PROTEIN_BINDING	-0.2647322285137823	0.3	1.0
PID_ERBB1_INTERNALIZATION_PATHWAY	-0.2647409735663288	0.1	1.0
MIR4652_5P	-0.26485772863801427	0.1	1.0
HP_HYPOPLASIA_OF_THE_ODONTOID_PROCESS	-0.26487087105119267	0.2	1.0
MIR4717_3P	-0.26487587543784413	0.1	1.0
MORF_EIF4A2	-0.26492794341455145	0.1	1.0
GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY	-0.2649361023426341	0.4	1.0
MIR643	-0.2649745192395162	0.1	1.0
GCM_RAF1	-0.26507974230082565	0.2	1.0
GOBP_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	-0.265089331833694	0.2	1.0
GOMF_DNA_TOPOISOMERASE_BINDING	-0.2651049019602586	0.5	1.0
GOBP_PROTEIN_AUTO_ADP_RIBOSYLATION	-0.2651733006217065	0.3	1.0
MIR6854_3P	-0.26520007034141	0.5	1.0
GOBP_RESPONSE_TO_LIGHT_INTENSITY	-0.26521338941670225	0.5	1.0
MIR4480	-0.2652401141652137	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	-0.2652817765951831	0.3	1.0
HP_TRICUSPID_VALVE_PROLAPSE	-0.26530138057788516	0.5	1.0
GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	-0.2653155397088313	0.1	1.0
HP_PAIN_IN_HEAD_AND_NECK_REGION	-0.26532077041205915	0.3	1.0
WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS	-0.26535091346825274	0.1	1.0
REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING	-0.26536982359084615	0.8	1.0
WEBER_METHYLATED_IN_COLON_CANCER	-0.2653734117996644	0.2	1.0
HP_ABNORMAL_PUPILLARY_FUNCTION	-0.2654311011264314	0.1	1.0
ZNF34_TARGET_GENES	-0.26544155818431303	0.1	1.0
MIR6755_5P	-0.26549744714197143	0.2	1.0
AGTCTTA_MIR499	-0.2655041353022039	0.1	1.0
HP_DEVELOPMENTAL_STAGNATION	-0.26554883869743273	0.3	1.0
GOMF_ACYLGLYCEROL_LIPASE_ACTIVITY	-0.2656184509488886	0.4	1.0
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	-0.2656243835983442	0.2	1.0
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	-0.2656261280265262	0.1	1.0
GOMF_PURINE_DEOXYRIBONUCLEOTIDE_BINDING	-0.2656720783111524	0.6	1.0
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K	-0.2657326211855586	0.4	1.0
GOMF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	-0.265820226676511	0.3	1.0
HP_ABNORMAL_ENDOCARDIUM_MORPHOLOGY	-0.2658334860816443	0.1	1.0
TTGCWCAAY_CEBPB_02	-0.26584793608426954	0.2	1.0
HP_TEMPERATURE_INSTABILITY	-0.2658799036355178	0.4	1.0
HP_CENTRAL_Y_SHAPED_METACARPAL	-0.26594088033087093	0.3	1.0
GOBP_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH	-0.26597824474201887	0.7	1.0
GNF2_RAB3A	-0.2659865932909813	0.1	1.0
GOBP_MRNA_EXPORT_FROM_NUCLEUS	-0.26599013262670906	0.1	1.0
GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_UP	-0.2660226646931234	0.1	1.0
GOBP_SERINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	-0.2660500522479192	0.2	1.0
IPA_MED1_UP	-0.2660694351421534	0.1	1.0
HP_ABNORMAL_CD4_CD8_RATIO	-0.26617954155203255	0.3	1.0
HP_HEPATOCELLULAR_CARCINOMA	-0.26619772429612715	0.1	1.0
MIR3171	-0.2662254212997492	0.1	1.0
WP_METHIONINE_DE_NOVO_AND_SALVAGE_PATHWAY	-0.26622773297530095	0.2	1.0
SUBTIL_PROGESTIN_TARGETS	-0.2662475863997148	0.2	1.0
GSE14308_TH1_VS_NATURAL_TREG_DN	-0.26627845577735326	0.1	1.0
ZHAN_MULTIPLE_MYELOMA_DN	-0.26632009743714863	0.1	1.0
REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY	-0.2663326629605328	0.7	1.0
IPA_SKIL_UP	-0.2663373514131562	0.1	1.0
GOBP_SULFATE_TRANSPORT	-0.26638799884618064	0.2	1.0
HP_TYPE_I_DIABETES_MELLITUS	-0.26639339413118207	0.1	1.0
IPA_LHX2_UP	-0.2664191307134703	0.4	1.0
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_TELOMERE	-0.2664692506883441	0.2	1.0
GOMF_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BINDING	-0.2664903792046866	0.7	1.0
GOBP_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS	-0.26650969910296307	0.1	1.0
GOBP_RESPONSE_TO_ALUMINUM_ION	-0.2665962778598912	0.4	1.0
GOBP_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION	-0.26667379392141	0.1	1.0
GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE	-0.2667341828609218	0.2	1.0
HP_SUPERNUMERARY_MAXILLARY_INCISOR	-0.2667937369526674	0.5	1.0
GAGCCTG_MIR484	-0.2667980536421771	0.1	1.0
MIR6780A_3P	-0.26688619587729334	0.1	1.0
MIR216A_5P	-0.2668998828524696	0.1	1.0
JI_RESPONSE_TO_FSH_DN	-0.26693032683431883	0.2	1.0
GOBP_PEROXISOMAL_TRANSPORT	-0.26698580523493143	0.1	1.0
WP_HEDGEHOG_SIGNALING_PATHWAY_NETPATH	-0.26699493735015817	0.5	1.0
HP_ABNORMAL_PLATELET_GRANULES	-0.26703622371110597	0.4	1.0
GENTILE_UV_RESPONSE_CLUSTER_D7	-0.2670416986377629	0.1	1.0
GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDC_DN	-0.2670670580439897	0.1	1.0
HP_FRONTAL_CORTICAL_ATROPHY	-0.2670778033211411	0.3	1.0
HP_MICROGRAPHIA	-0.2670968871374749	0.5	1.0
GSE42724_MEMORY_VS_B1_BCELL_UP	-0.26711763566357855	0.1	1.0
WP_AMPLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS	-0.2671285654886975	0.5	1.0
MYBL1_TARGET_GENES	-0.2671311353231768	0.1	1.0
GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	-0.26714291753801256	0.3	1.0
GOBP_ACTIN_FILAMENT_REORGANIZATION	-0.26721567854138095	0.6	1.0
GOMF_3_5_EXONUCLEASE_ACTIVITY	-0.2672496315059933	0.1	1.0
REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION	-0.26725421995615184	0.5	1.0
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA	-0.2672676967392511	0.3	1.0
WP_CANNABINOID_RECEPTOR_SIGNALING	-0.26726787126862817	0.1	1.0
GOBP_CHROMATIN_MAINTENANCE	-0.26733895152063075	0.4	1.0
GOBP_PROTEIN_O_LINKED_MANNOSYLATION	-0.26734411419028103	0.1	1.0
DESCARTES_FETAL_STOMACH_LYMPHOID_CELLS	-0.26737466516683356	0.1	1.0
PPARA_01	-0.26739381088279446	0.1	1.0
HP_SCLERAL_STAPHYLOMA	-0.26741262818610534	0.3	1.0
GOBP_ERYTHROCYTE_DEVELOPMENT	-0.2674334253366094	0.3	1.0
GOMF_REGULATORY_RNA_BINDING	-0.2674394671887365	0.3	1.0
GOBP_AUTOPHAGOSOME_LYSOSOME_FUSION	-0.2674489395805451	0.3	1.0
GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	-0.2674495510119212	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE	-0.26751337968190914	0.2	1.0
GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS	-0.2675421119526289	0.2	1.0
NAKAYAMA_FRA2_TARGETS	-0.2675518279117222	0.1	1.0
GOBP_HOMOLOGOUS_CHROMOSOME_SEGREGATION	-0.26755807682429744	0.1	1.0
GSE11864_UNTREATED_VS_CSF1_IFNG_IN_MAC_UP	-0.2675603758027799	0.1	1.0
SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_DN	-0.2675613999224422	0.1	1.0
HP_CEREBRAL_HAMARTOMA	-0.2676138357231798	0.2	1.0
DESCARTES_MAIN_FETAL_GRANULE_NEURONS	-0.2676306722103846	0.7	1.0
SNACANNNYSYAGA_UNKNOWN	-0.2676426517376222	0.1	1.0
REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM	-0.26766249495356953	0.3	1.0
GOBP_MICROTUBULE_ORGANIZING_CENTER_LOCALIZATION	-0.2676853196301939	0.1	1.0
GOMF_CARBON_SULFUR_LYASE_ACTIVITY	-0.2676927890052503	0.3	1.0
GOBP_RESPONSE_TO_INTERLEUKIN_17	-0.26771922371434725	0.5	1.0
MIR3675_5P	-0.2677592927386212	0.2	1.0
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS	-0.2677674318836072	0.2	1.0
GNF2_SPINK1	-0.2678700058984822	0.1	1.0
GOBP_SCHWANN_CELL_DEVELOPMENT	-0.26790385117294613	0.4	1.0
MIR1910_5P	-0.26790591050962576	0.1	1.0
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ETHER_BONDS	-0.26791031313186175	0.1	1.0
MIR6849_5P	-0.2679118055639334	0.1	1.0
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEOLUS	-0.26797902308570615	0.6	1.0
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	-0.2679890386639443	0.1	1.0
GNF2_RBBP6	-0.2679920714348385	0.1	1.0
XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_UP	-0.26801260731550014	0.2	1.0
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION	-0.26804817331630887	0.5	1.0
GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_UP	-0.2680524244900608	0.1	1.0
IPA_HES1_UP	-0.2681033646822081	0.1	1.0
MODULE_478	-0.26811693271244186	0.1	1.0
GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_DN	-0.2681621649950838	0.1	1.0
DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_UP	-0.26818750286464293	0.5	1.0
BIOCARTA_HES_PATHWAY	-0.26819552685603976	0.2	1.0
BIOCARTA_CHREBP_PATHWAY	-0.2682231646453837	0.4	1.0
HP_PROLONGED_BLEEDING_FOLLOWING_PROCEDURE	-0.2682715082001691	0.5	1.0
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	-0.2683173120163112	0.1	1.0
GOBP_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	-0.2683247950668508	0.2	1.0
MIR371A_3P	-0.2683322070998542	0.5	1.0
MIR645	-0.2684369612301965	0.1	1.0
GOBP_RESPONSE_TO_DISACCHARIDE	-0.26846973022925175	0.4	1.0
GOMF_DEMETHYLASE_ACTIVITY	-0.2685141959541461	0.3	1.0
CHIBA_RESPONSE_TO_TSA_DN	-0.26856774582039683	0.4	1.0
GOBP_GLANDULAR_EPITHELIAL_CELL_DEVELOPMENT	-0.26864235097068045	0.2	1.0
REACTOME_SODIUM_PROTON_EXCHANGERS	-0.26865019112845406	0.8	1.0
GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	-0.26865592945534894	0.2	1.0
GOBP_DORSAL_VENTRAL_PATTERN_FORMATION	-0.26869591889211303	0.1	1.0
GCM_ATM	-0.26880457316042616	0.2	1.0
GOBP_NEURAL_CREST_CELL_MIGRATION	-0.26882374731593356	0.1	1.0
GOBP_MRNA_3_END_PROCESSING_BY_STEM_LOOP_BINDING_AND_CLEAVAGE	-0.2688249494196092	0.3	1.0
WP_SARSCOV2_MITOCHONDRIAL_INTERACTIONS	-0.26884010187009	0.3	1.0
MIR4804_5P	-0.2688939069649172	0.5	1.0
GOBP_RRNA_METABOLIC_PROCESS	-0.26889558654769585	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	-0.26892560982460284	0.1	1.0
HP_OSTEOARTHRITIS	-0.2689306596464773	0.1	1.0
KEGG_DORSO_VENTRAL_AXIS_FORMATION	-0.26896523497137786	0.1	1.0
GOBP_SPERM_AXONEME_ASSEMBLY	-0.26899037366723305	0.1	1.0
GOMF_UBIQUITIN_CONJUGATING_ENZYME_BINDING	-0.268998805032799	0.3	1.0
GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION_CELL_EXTENSION	-0.2690473418751401	0.5	1.0
GOMF_GLUTATHIONE_TRANSFERASE_ACTIVITY	-0.2690780350747968	0.2	1.0
HP_ABNORMAL_CIRCULATING_MONOCARBOXYLIC_ACID_COCENTRATION	-0.26908990431868585	0.5	1.0
MIR621	-0.26911463126394947	0.1	1.0
HP_FACIAL_SHAPE_DEFORMATION	-0.26915070115368467	0.4	1.0
GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE	-0.2692005258657572	0.1	1.0
GOCC_MITOCHONDRIA_ASSOCIATED_ENDOPLASMIC_RETICULUM_MEMBRANE	-0.2692699136666984	0.3	1.0
GOMF_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_BINDING	-0.26928049315327635	0.1	1.0
GOBP_BASEMENT_MEMBRANE_ORGANIZATION	-0.26930849393579454	0.1	1.0
HP_DECREASED_MEAN_CORPUSCULAR_VOLUME	-0.26931953130607283	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	-0.269385978718329	0.1	1.0
HP_LOWER_LIMB_HYPERREFLEXIA	-0.26939841182707486	0.2	1.0
MIR4312	-0.2694554697353289	0.1	1.0
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	-0.26946622960893724	0.4	1.0
HP_HYPERALDOSTERONISM	-0.2694876829376498	0.2	1.0
GOBP_REGULATION_OF_AUTOPHAGOSOME_MATURATION	-0.26951181494562687	0.6	1.0
HP_HAMARTOMA_OF_TONGUE	-0.2695209885894309	0.2	1.0
GOBP_PRIMARY_MIRNA_PROCESSING	-0.2695377437037829	0.5	1.0
GOBP_HISTONE_MRNA_CATABOLIC_PROCESS	-0.269561639866678	0.2	1.0
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_THIGH	-0.26960708395973737	0.3	1.0
HP_FLAT_CAPITAL_FEMORAL_EPIPHYSIS	-0.2696123653317869	0.3	1.0
REACTOME_INFLAMMASOMES	-0.26961954631834856	0.3	1.0
MODULE_563	-0.26965139966216833	0.2	1.0
GOBP_POSTSYNAPTIC_MEMBRANE_ASSEMBLY	-0.26971734822096	0.2	1.0
GCM_RAD21	-0.26971851376026373	0.2	1.0
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX	-0.26973338695558285	0.2	1.0
WP_SCFA_AND_SKELETAL_MUSCLE_SUBSTRATE_METABOLISM	-0.269734792475939	0.6	1.0
GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING	-0.26978746783320345	0.3	1.0
HP_DIAPHRAGMATIC_WEAKNESS	-0.2698190102593003	0.5	1.0
HP_FOOT_OLIGODACTYLY	-0.26982098136843174	0.5	1.0
POS_RESPONSE_TO_HISTAMINE_DN	-0.2698319667769469	0.1	1.0
FAELT_B_CLL_WITH_VH3_21_DN	-0.26989927218385285	0.1	1.0
GOMF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_BINDING	-0.27001329510032285	0.4	1.0
REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION	-0.2700377762530761	0.5	1.0
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM_UP	-0.27004093921236094	0.6	1.0
GOBP_SHORT_TERM_MEMORY	-0.27008595354773296	0.3	1.0
GSE411_100MIN_VS_400MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_DN	-0.2701594901740913	0.1	1.0
MIR509_3P	-0.27016042536279833	0.1	1.0
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_DN	-0.2702148059703131	0.1	1.0
GSE15624_CTRL_VS_3H_HALOFUGINONE_TREATED_CD4_TCELL_UP	-0.2702695505248078	0.1	1.0
GOBP_TRANSLATIONAL_READTHROUGH	-0.27029458663206846	0.2	1.0
REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	-0.27029859882387447	0.5	1.0
GOBP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	-0.2703042980667584	0.3	1.0
GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	-0.2703128997752745	0.1	1.0
REACTOME_NUCLEOBASE_BIOSYNTHESIS	-0.2703655710362504	0.3	1.0
VANASSE_BCL2_TARGETS_DN	-0.27036741438765816	0.2	1.0
HP_OROMANDIBULAR_DYSTONIA	-0.2703685927531188	0.1	1.0
HP_TYPE_II_TRANSFERRIN_ISOFORM_PROFILE	-0.2704293088736477	0.8	1.0
HP_DEGENERATION_OF_THE_LATERAL_CORTICOSPINAL_TRACTS	-0.2704685363140695	0.4	1.0
GOBP_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	-0.2704837257706123	0.3	1.0
MIR6801_3P	-0.2705124766075374	0.1	1.0
GOCC_WASH_COMPLEX	-0.27067156748371607	0.3	1.0
GOCC_CLATHRIN_SCULPTED_VESICLE	-0.2707705409090753	0.6	1.0
HP_FIBULAR_APLASIA	-0.27078136884885823	0.7	1.0
GOBP_UTP_BIOSYNTHETIC_PROCESS	-0.27078367680377396	0.6	1.0
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT	-0.2707911713365328	0.6	1.0
GOCC_PHOSPHORYLASE_KINASE_COMPLEX	-0.2708021025273112	0.3	1.0
GOBP_POLYAMINE_BIOSYNTHETIC_PROCESS	-0.27081365735595486	0.5	1.0
HP_PIERRE_ROBIN_SEQUENCE	-0.2708396227878419	0.3	1.0
XU_CREBBP_TARGETS_UP	-0.2709030075644662	0.2	1.0
GSE37301_LYMPHOID_PRIMED_MPP_VS_GRAN_MONO_PROGENITOR_UP	-0.27091877293649524	0.1	1.0
PID_INTEGRIN5_PATHWAY	-0.27095648618961893	0.2	1.0
REACTOME_METABOLISM_OF_PORPHYRINS	-0.2710256900167269	0.2	1.0
SCIAN_INVERSED_TARGETS_OF_TP53_AND_TP73_DN	-0.271061506864873	0.2	1.0
GOBP_HISTONE_H3_K9_ACETYLATION	-0.27107862772228963	0.5	1.0
GOBP_ASSOCIATIVE_LEARNING	-0.27108807459117373	0.1	1.0
HP_ABNORMAL_SWEAT_HOMEOSTASIS	-0.2710883896138792	0.5	1.0
HP_ABNORMAL_RENAL_MEDULLA_MORPHOLOGY	-0.27111581250669964	0.1	1.0
GAO_ESOPHAGUS_25W_C3_FGFR1LOW_EPITHELIAL_CELLS	-0.27111629913677704	0.2	1.0
HP_PANCREATIC_CALCIFICATION	-0.27112148515151613	0.2	1.0
HP_ABNORMAL_SENSORY_NERVE_CONDUCTION_VELOCITY	-0.27112428269538696	0.2	1.0
WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	-0.2711448941173615	0.1	1.0
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	-0.2711948129654836	0.1	1.0
HP_VENTRICULAR_SEPTAL_HYPERTROPHY	-0.271229315259442	0.4	1.0
HP_NAIL_PITS	-0.27125227715247585	0.2	1.0
GSE22886_NAIVE_CD8_TCELL_VS_DC_UP	-0.2712548372375396	0.1	1.0
GOMF_PROTEIN_ADP_RIBOSYLASE_ACTIVITY	-0.2713340618213282	0.1	1.0
REACTOME_SIGNALING_BY_RETINOIC_ACID	-0.2713844208892324	0.1	1.0
MIR1229_3P	-0.2714221511948245	0.1	1.0
GCM_ERCC4	-0.2714717723000623	0.2	1.0
GOMF_SODIUM_PROTON_ANTIPORTER_ACTIVITY	-0.2714728200360243	0.4	1.0
CAO_BLOOD_FLUMIST_AGE_05_14YO_30DY_UP	-0.27150240784324176	0.3	1.0
GOBP_REGULATION_OF_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	-0.27158498523219865	0.4	1.0
MIR574_5P	-0.27161313519388897	0.1	1.0
MIR3115	-0.27162601009782467	0.1	1.0
IPA_ARID1A_DN	-0.27165369007692225	0.5	1.0
GOBP_PROTEIN_HEXAMERIZATION	-0.2716900233666015	0.5	1.0
