	CD4 minus TA in CFS163 vs CD4 minus TA in Healthy
RTP2	0.0
CAPN9	0.0
TRABD2B	0.0
IFNA14	0.0
TREH	0.0
RXRG	0.0
TMEM247	0.0
TMEM211	0.0
S100A7	0.0
ARHGAP40	0.0
FAM236D	0.0
TMEM207	0.0
ANXA8L1	0.0
S100A7A	0.0
TMEM200C	0.0
CXCL9	0.0
FAM236C	0.0
TMEM200B	0.0
ELOVL2	0.0
CXCL6	0.0
CCKBR	0.0
DCAF4L2	0.0
FAM237B	0.0
ELOVL3	0.0
C22orf31	0.0
KBTBD13	0.0
TMEM196	0.0
FAM237A	0.0
SAA1	0.0
KANK4	0.0
ARHGAP36	0.0
DBX2	0.0
ZNF280A	0.0
TREML4	0.0
CCL1	0.0
DCAF12L1	0.0
CXorf66	0.0
TMEM235	0.0
S100A14	0.0
JPH2	0.0
TMEM215	0.0
DCAF12L2	0.0
CXorf51B	0.0
CXorf51A	0.0
TMEM229A	0.0
TMEM225	0.0
ADAM2	0.0
TRHR	0.0
ID4	0.0
KAAG1	0.0
FAM236B	0.0
TRH	0.0
CT45A6	0.0
TH	0.0
LBP	0.0
LYZL2	0.0
LYZL4	0.0
ADGRG3	0.0
HAPLN2	0.0
HAPLN1	0.0
CRH	0.0
PTX4	0.0
PHGR1	0.0
HAO2	0.0
HAO1	0.0
MAB21L1	0.0
EGFR	0.0
TAS2R8	0.0
HAND2	0.0
FGF10	0.0
TAS2R7	0.0
HAND1	0.0
PHF21B	0.0
ANGPTL8	0.0
LYZL1	0.0
EPCAM	0.0
TBATA	0.0
DEFB129	0.0
FETUB	0.0
CBLN1	0.0
TXNDC8	0.0
FEV	0.0
LYPD1	0.0
LYPD2	0.0
DEFB126	0.0
ANHX	0.0
LYPD6B	0.0
CBLN2	0.0
FEZF1	0.0
DEFB127	0.0
C18orf63	0.0
DEFB128	0.0
FGA	0.0
FGB	0.0
DSG1	0.0
TYRP1	0.0
HAPLN4	0.0
LYVE1	0.0
CBLN4	0.0
DEFB130A	0.0
RFPL3	0.0
MAGEB18	0.0
MAGEB2	0.0
MAGEB3	0.0
MAGEB4	0.0
MAGEB5	0.0
MAGEB6	0.0
MAGEC1	0.0
MAGEC2	0.0
MAGEC3	0.0
TAS2R38	0.0
DEFB131A	0.0
RFPL4AL1	0.0
CDCP2	0.0
RFPL4B	0.0
SERPINA3	0.0
SERPINA4	0.0
DEFB133	0.0
DEFB134	0.0
TAS2R16	0.0
MAGEB16	0.0
FGF16	0.0
MAGEB1	0.0
MAGEA9B	0.0
SERPINA11	0.0
SERPINA12	0.0
CRCT1	0.0
TAS2R41	0.0
RFPL4A	0.0
TAS2R40	0.0
SERPINA2	0.0
TAS2R39	0.0
DEFB130B	0.0
TBC1D28	0.0
MAG	0.0
MAGEA11	0.0
MAGEA12	0.0
MAGEA2	0.0
MAGEA2B	0.0
MAGEA3	0.0
MAGEA4	0.0
MAGEA6	0.0
MAGEA8	0.0
MAGEA9	0.0
MAGEA1	0.0
PHOX2A	0.0
CRISP2	0.0
HBA2	0.0
PRB2	0.0
CBLC	0.0
PVALEF	0.0
CRTAC1	0.0
HDC	0.0
DEFB113	0.0
LRRTM1	0.0
LRRTM3	0.0
DEFB114	0.0
DEFB115	0.0
SEMG1	0.0
LRTM2	0.0
SEMG2	0.0
PRB4	0.0
DEFB116	0.0
TBXT	0.0
DEFB118	0.0
CRP	0.0
TBX5	0.0
DEFB110	0.0
LRRIQ4	0.0
PRB1	0.0
PRAMEF9	0.0
TUBB8	0.0
TCF15	0.0
TUBB8B	0.0
PWWP3B	0.0
DEFB104B	0.0
DEFB105A	0.0
LRRC71	0.0
LRRC72	0.0
LRRC73	0.0
DEFB119	0.0
LRRC74A	0.0
DEFB105B	0.0
FDCSP	0.0
DEFB106A	0.0
DEFB106B	0.0
DEFB107A	0.0
TCEAL6	0.0
SEMA5B	0.0
ADGRF4	0.0
DEFB107B	0.0
EGR4	0.0
DEFB135	0.0
HCRTR2	0.0
CRNN	0.0
FER1L6	0.0
LURAP1L	0.0
TBC1D3E	0.0
FERD3L	0.0
LUZP4	0.0
HBQ1	0.0
CDC42EP5	0.0
LY6D	0.0
CRISPLD1	0.0
DEFB124	0.0
CRISP3	0.0
PHOX2B	0.0
HBM	0.0
DEFB125	0.0
LY6H	0.0
HBE1	0.0
LY6L	0.0
TBC1D3C	0.0
HBD	0.0
TBC1D3F	0.0
TBC1D3G	0.0
TBC1D3H	0.0
HCAR2	0.0
TBX22	0.0
TBX2	0.0
PVALB	0.0
HCN4	0.0
TBX18	0.0
DSG4	0.0
TBX15	0.0
TBX10	0.0
DEFB121	0.0
PI15	0.0
TWIST2	0.0
HCG22	0.0
PHYHIPL	0.0
DEFB123	0.0
PHYHIP	0.0
ASTN1	0.0
LTF	0.0
ABCB11	0.0
TBC1D3K	0.0
HCAR3	0.0
LBHD2	0.0
C19orf85	0.0
HABP2	0.0
SERPINA6	0.0
MBD3L4	0.0
MBD3L5	0.0
FHL5	0.0
H1-8	0.0
MBL2	0.0
CORO2B	0.0
FIBCD1	0.0
FIBIN	0.0
DPEP2NB	0.0
H1-6	0.0
C16orf92	0.0
FIGLA	0.0
UBTFL1	0.0
MC3R	0.0
MC4R	0.0
EPHX3	0.0
AMELY	0.0
AMELX	0.0
ZC3H11B	0.0
MBD3L3	0.0
MCEMP1	0.0
MBD3L2B	0.0
MBD3L1	0.0
FGG	0.0
H2AP	0.0
UBQLN3	0.0
MAS1L	0.0
DSCAM	0.0
AMHR2	0.0
H2AC18	0.0
CPA1	0.0
FGL1	0.0
MAT1A	0.0
ADGRL4	0.0
H2AC15	0.0
MATN4	0.0
ZNF503	0.0
H2AC1	0.0
H2AB3	0.0
PF4V1	0.0
PF4	0.0
SETSIP	0.0
MBD3L2	0.0
UCHL1	0.0
DES	0.0
AMBP	0.0
GUCA2B	0.0
GUCA2A	0.0
FJX1	0.0
GUCA1C	0.0
SFTPA1	0.0
SUN5	0.0
SFTPA2	0.0
GUCA1ANB	0.0
PDZRN4	0.0
UCN3	0.0
PDZRN3	0.0
SULT4A1	0.0
PDZK1IP1	0.0
SFTPD	0.0
EDDM3A	0.0
DGAT2L6	0.0
UCP1	0.0
PDZD3	0.0
COLCA2	0.0
PEBP4	0.0
ATP6V0A4	0.0
MDFIC2	0.0
MDFI	0.0
C16orf82	0.0
EGF	0.0
C16orf78	0.0
MCIDAS	0.0
SFRP1	0.0
SYNDIG1	0.0
C6orf15	0.0
SYN2	0.0
EFS	0.0
CPA2	0.0
CDK5R2	0.0
SFRP2	0.0
SYCN	0.0
GUCY2F	0.0
ATP4A	0.0
CABP5	0.0
EPO	0.0
PEG3	0.0
ATP4B	0.0
SFT2D3	0.0
UCMA	0.0
UBL4B	0.0
RNF224	0.0
SERTM2	0.0
FGF21	0.0
PGR	0.0
SERPINB4	0.0
H3Y2	0.0
H3Y1	0.0
EPHA5	0.0
H3C4	0.0
H3C2	0.0
EPHA6	0.0
TAFA5	0.0
TAFA4	0.0
TAFA3	0.0
AMY2A	0.0
AMY1C	0.0
SERPINB7	0.0
CPNE6	0.0
ATOH1	0.0
ATOH7	0.0
AMY1B	0.0
PTPRQ	0.0
H4C12	0.0
SERPINB3	0.0
DEFB4B	0.0
ANGPTL3	0.0
H4C7	0.0
MALRD1	0.0
TAS2R1	0.0
SERPINA7	0.0
DEFB136	0.0
EPHA2	0.0
SERPINA9	0.0
FGF19	0.0
H3-4	0.0
TAS1R2	0.0
RNF225	0.0
CRABP1	0.0
ANGPTL2	0.0
DEFB4A	0.0
SERPINB12	0.0
CPZ	0.0
SERPINB13	0.0
CPXCR1	0.0
SERPINB2	0.0
CDH16	0.0
SERPINA5	0.0
PGLYRP4	0.0
EPHA7	0.0
ADGRG7	0.0
TAAR5	0.0
AMTN	0.0
TAAR2	0.0
RFX6	0.0
TAAR1	0.0
PGA5	0.0
SYTL5	0.0
MARCHF11	0.0
ABCC12	0.0
PFN3	0.0
EGFL6	0.0
SERTM1	0.0
CPA6	0.0
SYT7	0.0
H2BC1	0.0
MARCOL	0.0
CPA3	0.0
CABS1	0.0
SERPINI2	0.0
SERPING1	0.0
TAAR6	0.0
TAAR8	0.0
CPNE4	0.0
FGF3	0.0
FGF4	0.0
PGK2	0.0
TACSTD2	0.0
FGFBP1	0.0
CPN1	0.0
PGC	0.0
CPLX3	0.0
PGLYRP3	0.0
CDH5	0.0
TAC3	0.0
TAC1	0.0
AMY1A	0.0
PTPRD	0.0
ZCCHC13	0.0
F13B	0.0
UBE2U	0.0
TAAR9	0.0
MAPK4	0.0
H2BW1	0.0
DEFB104A	0.0
OR4A5	0.0
SEL1L2	0.0
TENM3	0.0
CSAG1	0.0
CST5	0.0
ADCYAP1R1	0.0
TEKT5	0.0
PRAMEF20	0.0
LENEP	0.0
LMO3	0.0
LMOD1	0.0
REM1	0.0
TEX44	0.0
CAVIN2	0.0
ZIC4	0.0
LMX1A	0.0
C1QTNF5	0.0
LELP1	0.0
C1QTNF8	0.0
ADCYAP1	0.0
ASCL4	0.0
PRAMEF2	0.0
CST11	0.0
CST2	0.0
PRAMEF10	0.0
CSF3	0.0
CSAG2	0.0
LMAN1L	0.0
REG3G	0.0
TEX43	0.0
TENT5B	0.0
CACNG1	0.0
CSAG3	0.0
CST4	0.0
TENT5D	0.0
LLCFC1	0.0
HHATL	0.0
TEK	0.0
LPA	0.0
LHX2	0.0
REN	0.0
ASIC2	0.0
PKP1	0.0
TEAD4	0.0
SCRT1	0.0
TEX47	0.0
LDHAL6B	0.0
FBXL7	0.0
CRYGC	0.0
ZIM2	0.0
LDB2	0.0
PRAMEF27	0.0
CRYGD	0.0
TEKT1	0.0
C1QL4	0.0
CST9L	0.0
DEFA1	0.0
HGFAC	0.0
HGF	0.0
ANKRD2	0.0
HMHB1	0.0
HMX1	0.0
ENPEP	0.0
CST8	0.0
TECTB	0.0
PRAMEF25	0.0
PRAMEF26	0.0
SCRT2	0.0
LDLRAD2	0.0
DUSP15	0.0
CST9	0.0
CAV3	0.0
CSH1	0.0
REG3A	0.0
C1QTNF9B	0.0
ZIC1	0.0
TSSK1B	0.0
TSSK2	0.0
LHCGR	0.0
TEX13D	0.0
PRAMEF12	0.0
LGR5	0.0
DUSP13	0.0
TSPAN8	0.0
LGI3	0.0
CSNKA2IP	0.0
DUOXA2	0.0
CACNG4	0.0
PIRT	0.0
PRAMEF13	0.0
LILRA3	0.0
SDC1	0.0
QRFPR	0.0
LHX5	0.0
LHX6	0.0
LHX8	0.0
TSPO2	0.0
TSPY1	0.0
TSPY8	0.0
TSPY10	0.0
ABCA12	0.0
TEX13A	0.0
TSPY3	0.0
PITX3	0.0
LHFPL3	0.0
TSPY4	0.0
TSPY2	0.0
TEX19	0.0
PRAMEF11	0.0
PKD2L1	0.0
DEFB103B	0.0
TTC29	0.0
REG1A	0.0
CSHL1	0.0
TEX36	0.0
LIPF	0.0
LEUTX	0.0
TEX37	0.0
PIP	0.0
PRAMEF18	0.0
CST1	0.0
REG1B	0.0
PRAMEF19	0.0
CSH2	0.0
LIPI	0.0
HK3	0.0
TEX33	0.0
LINGO2	0.0
HMGB4	0.0
ZIC2	0.0
HMGCLL1	0.0
TEX28	0.0
CSN3	0.0
ANKRD34B	0.0
LGALS16	0.0
PRAMEF15	0.0
TSPAN11	0.0
CSN2	0.0
CSN1S1	0.0
ANKRD33	0.0
FBXO47	0.0
HMGCS2	0.0
LINGO1	0.0
TSHB	0.0
HEY1	0.0
LHX3	0.0
CACNA2D1	0.0
LCE3E	0.0
LCE1E	0.0
LCE4A	0.0
HELT	0.0
SELE	0.0
LCE5A	0.0
TUBA3C	0.0
LCE1D	0.0
FCN2	0.0
TCP11X2	0.0
LCE6A	0.0
PRAMEF4	0.0
LCE1C	0.0
CT45A3	0.0
FCN3	0.0
C1QC	0.0
ASIC5	0.0
LRRC3B	0.0
LRP2	0.0
CT45A2	0.0
HNRNPCL3	0.0
DEFB1	0.0
CT45A10	0.0
LCN1	0.0
LRRC31	0.0
LCE1B	0.0
HNRNPCL2	0.0
TCP11X1	0.0
CRYBA2	0.0
LCE3D	0.0
DEFA4	0.0
LCE2A	0.0
LRRC30	0.0
LCE2B	0.0
RERGL	0.0
TCIM	0.0
RESP18	0.0
DEFA6	0.0
C1GALT1C1L	0.0
TCN1	0.0
C1QA	0.0
TCHHL1	0.0
DEFA5	0.0
C1QB	0.0
LCE1A	0.0
ENPP7	0.0
HEPN1	0.0
LCE2C	0.0
LCE2D	0.0
PRAMEF6	0.0
LRRC15	0.0
LCE3A	0.0
PRAMEF5	0.0
ZDHHC22	0.0
LCE3B	0.0
TTR	0.0
LRRC10B	0.0
LCE3C	0.0
CACNA1S	0.0
HEPH	0.0
CACNG5	0.0
LCE1F	0.0
TEX55	0.0
TDRD5	0.0
SEMA3F	0.0
DEFA3	0.0
CACNG6	0.0
FCRL4	0.0
PYDC1	0.0
C1QL2	0.0
PRAMEF7	0.0
TDRD10	0.0
CT45A1	0.0
LRCOL1	0.0
FCAMR	0.0
TEX51	0.0
CRYGA	0.0
LRCH2	0.0
LRRC4B	0.0
DEFA1B	0.0
PLA1A	0.0
CRYGB	0.0
CATSPER4	0.0
LRRC4C	0.0
CT45A5	0.0
LRATD1	0.0
LRRC52	0.0
ADGRA1	0.0
PRAMEF33	0.0
LBX1	0.0
TUBAL3	0.0
LCN9	0.0
TFAP2B	0.0
LCN2	0.0
CRYBB2	0.0
LPL	0.0
TEX50	0.0
CBARP	0.0
DEFB103A	0.0
ADGRB3	0.0
HES3	0.0
LRIT2	0.0
LCNL1	0.0
LRIT1	0.0
HNRNPCL4	0.0
LCN6	0.0
HES5	0.0
PRAMEF8	0.0
LCN8	0.0
PYDC2	0.0
LRIG3	0.0
LRRC53	0.0
TDO2	0.0
SEMA3E	0.0
ZNF804B	0.0
ECT2L	1.6337000000000044e-06
POU4F1	1.940000000000275e-05
PRAMEF14	0.000130119
XPNPEP2	0.00014699999999998048
REELD1	0.00019099999999999673
TRHDE	0.00024138999999999758
OPN1MW2	0.000247986
NFASC	0.0003084600000000104
PCLO	0.00036539000000000016
RASSF9	0.00041689999999999783
C10orf71	0.0004219800000000006
PSAPL1	0.00046860000000000044
PBK	0.0005162000000000777
USH1G	0.0005906000000000002
DSG3	0.0005914000000000058
CACNG2	0.0006060999999999844
RYR2	0.0006339699999999976
BPIFA3	0.0008574000000000012
LMOD2	0.0008887999999999986
H2BC9	0.0008920000000000039
RAB3C	0.0009446400000000001
SLC5A4	0.0010083999999999996
SIM1	0.0010483699999999999
SALL1	0.0010559899999999997
TM4SF19	0.0010731999999999409
CACNB1	0.001084299999999594
MYOZ1	0.001263799999999999
AGA	0.00129700000001165
HCN1	0.0013013999999999942
GPD1	0.0013892999999999996
PKHD1	0.0014417599999999998
SCN3A	0.001496299999999999
NLRP11	0.0015132000000000027
SLC2A10	0.0015242999999999993
PCK1	0.0015494399999999992
RHCG	0.0016558000000000059
FAM155A	0.0016568599999999978
CLDN6	0.00171629999999999
TEAD2	0.0019106730008139963
PHLPP2	0.0019415999999994327
PGA3	0.001963500000000007
IGFBP5	0.001981120000000001
VRTN	0.0020242000000000038
SPAG11A	0.00204936
GJC2	0.0020497000000000015
ANTXR1	0.002060859999999897
LRP1B	0.00212838
GUCY1A2	0.00217213
CECR2	0.0021921885540980013
TNFRSF8	0.0022154999999999953
KCNMB3	0.0022394000000000303
UGT2B11	0.0022448000000000017
ZNF619	0.0022919999999988505
AMER2	0.0024485999999999987
HSFY1	0.002493700000000005
GABRA4	0.0027072699999999977
KCNJ5	0.0027370000000000033
SPR	0.002738399999999974
CCSER1	0.002780640000000001
FSBP	0.0028399999999997316
SP7	0.0028721999999999984
SAMD14	0.0029282000000000197
NRG1	0.0029879000000000017
KIF6	0.0030220914058798343
UTY	0.003033319999999992
PAX1	0.0030674000000000014
VWC2	0.0031277000000000006
GRM6	0.0031920000000000004
GOLGA8F	0.00325028
RLIM	0.0032599999999991525
MASP1	0.003320699999999996
VTCN1	0.0033606999999999995
PLAA	0.0034500000000008413
APOB	0.0034885999999999997
SLC7A2	0.0035323669080180005
TP53INP2	0.0035430000000000184
ACBD7	0.0036340000000000816
DCDC1	0.0037821000000000105
DLX6	0.0037875999999999986
BNC2	0.0037930800000000008
SOX11	0.003800370000000001
CXorf58	0.003989139999999995
JAKMIP3	0.004009919999999979
SLITRK2	0.0040315
CLIC6	0.004166699627507001
SLC36A3	0.004238799999999987
CYP8B1	0.004250999999999998
B4GALT5	0.0043199999999998795
HUNK	0.004378100000000024
NKAIN3	0.004422599999999999
OTOGL	0.00442407
TMEM132C	0.0044265
CELF4	0.0044278000000000095
WWOX	0.004600444976158968
PLK4	0.004711653480989231
PDE11A	0.004757800000000034
LHX9	0.00480129
B3GALT5	0.0048531000000000026
GRIN2B	0.004877890000000001
TSPAN1	0.004897499999999999
ZNF878	0.004945999999999999
GABRB2	0.00495266
SLC14A2	0.005000999999999922
PCDH17	0.00506192
PGAP3	0.005269999999994113
BMP3	0.005281000000000001
C1orf158	0.005394699999999988
PCDH10	0.00553866
PRLR	0.005604709999999999
TERT	0.0056294
TAOK1	0.005853700000000295
PRTG	0.00590218
WWP1	0.005933399999996425
POU3F2	0.005967799999999999
SLC9A4	0.006012999999999991
GAD2	0.00610913
CUX2	0.00611338
HOOK2	0.0061298277826997705
MATN1	0.006227000000000427
ZNF716	0.006299300000000008
ZSWIM9	0.006301000000000112
TMEM130	0.0064052000000000275
ELMO3	0.0064105999999999885
HOXA7	0.006550600000000004
KLHL30	0.0066729000000000024
DACT2	0.0067344999999999905
INPP5J	0.006767999999999996
PDE3A	0.006791600000000002
NR2F2	0.00680398
COIL	0.00681200000000004
WNT8B	0.006821999999999995
TDRD15	0.00683903
TACR3	0.00691872
FER1L5	0.006938500000000097
SHISA2	0.0070430000000000215
SLAMF9	0.007070599999999996
IRS1	0.007079999999999975
RARRES2	0.0071132
AQP8	0.007162199999999997
GDPD2	0.007287599999999977
FOXG1	0.00735655
NUAK1	0.00735982
ADGRF5	0.00741908
PLSCR2	0.007441400000000098
KCNK17	0.0074854
BDNF	0.007495769999999999
CGREF1	0.007496299999999997
MTA1	0.007498836892000149
COL8A2	0.00771456
FGF20	0.007760900000000098
CCDC181	0.007781200000000002
L1TD1	0.007810400000000002
FRMD7	0.007861369999999993
CRYM	0.007861899999999998
MUC16	0.00795515
ADGRG4	0.00801402
RHBDL3	0.00807166
ESYT3	0.008110789999999998
FMO1	0.008210000000000005
LIN28B	0.008258500000000009
CSPG4	0.00828399
ZNF729	0.008298040000000001
SLC6A17	0.00850414
CNTN3	0.00853517
PGM5	0.008562499999999917
HCRTR1	0.008583499999999994
VPS41	0.008630116453993253
PRDM6	0.00901627
SYNPO	0.009020200000000006
LMLN2	0.009094599999999994
PAEP	0.009142999999999957
MYL9	0.009160600000000005
ELAVL3	0.00930659
GUSB	0.00931500000000085
CTXND1	0.009343919999999999
CTRL	0.009355999999999476
CXorf49B	0.0093672
CXorf49	0.0093672
VIPR2	0.009475659999999983
LRRC4	0.00948032
PPP1R2B	0.009496999999999998
TJP1	0.009602640000000023
CSRNP3	0.0096123735405
NKD2	0.009654799999999991
GOLGA8G	0.0097508399999999
GRIA4	0.009802700000000004
SUSD5	0.009898100000000003
IL17REL	0.00991141
SLITRK4	0.00998267
PMP2	0.0101236
TBC1D16	0.010363634000000066
CD209	0.010436500000000008
BDKRB2	0.0105336
KCNH7	0.0106006
AFF2	0.010631571935999978
MID1	0.010635590000000004
NRXN3	0.0106409999999999
CYP17A1	0.010646299999999997
SVEP1	0.010690410000000001
SLC17A8	0.0106907
HS6ST3	0.01105077
RHOJ	0.011135299999999994
MED13L	0.011170000000001679
CYP3A4	0.011179899999999993
PCDH7	0.0111841
NEURL1B	0.011203699999999997
FOXI2	0.0113686
NR2E1	0.0113874
SCNN1G	0.011425200000000003
LRGUK	0.0115723
RS1	0.011574699999999997
ELOVL7	0.011604700000000003
MKX	0.0117517
FAM216B	0.0119226
RASD2	0.011952399999999998
STEAP3	0.011959000000000004
ODF3	0.0120107
MCAM	0.012014199999999864
GPR37L1	0.012025999999999981
PERM1	0.012029999999999999
ASAP2	0.0121188
FAM107A	0.012178599999999998
HOXC4	0.012188199999999913
ALPK2	0.012309499999999973
FIGN	0.01243091
PSG9	0.012497099999999999
MAS1	0.012587200000000007
ANO5	0.0125904
OGDHL	0.0126821
MEX3A	0.01268878
GATA2	0.0127454
STYK1	0.012892899999999999
NEUROD2	0.012904600000000002
PGA4	0.0129432
TMEM233	0.012956500000000001
DMRTA2	0.0129614
CTIF	0.012986858599999984
NCAPG	0.013034799999999347
GDNF	0.013058976400000002
LGI4	0.0130879
NEUROD1	0.0131323
NWD1	0.013145100000000097
REEP2	0.013213899999999779
TTLL9	0.013229000000000046
ERICH3	0.013335999999999987
EFNB3	0.0133493
PTPN20	0.013412839501999896
SBSPON	0.01347179999999995
PLCB4	0.013506926779999998
LEFTY1	0.013515499999999986
PYGO1	0.013528700000000001
NCAM1	0.013691299999999997
POU4F2	0.0136985
TAS2R42	0.013853199999999996
CLEC1B	0.013982400000000006
ID2	0.013986599999981308
KRT23	0.014102379999999998
TMPRSS11A	0.0141247
PPM1J	0.014213700000000003
RAB3B	0.014227099999999993
CLDN18	0.014240699999999995
GDAP1L1	0.0143184
INAVA	0.01437499999999986
ARNT2	0.014441410000000043
GOLGA6A	0.0144815
DGKG	0.014512399999999998
WNK4	0.014620699999999875
FLG2	0.0146808
SIX3	0.0146924
SCARA5	0.0147362
PALMD	0.014768000000000003
COL20A1	0.01486083
AMER3	0.014878199999999994
HSPA12B	0.015004699999999989
GCNT3	0.015013400000000121
PIWIL3	0.015101599999999993
IRX2	0.0151192
SOX1	0.015242
RUNDC3A	0.015258600000000094
MYRIP	0.015370600000000002
NUTM2B	0.015456708634000005
GYG2	0.0155532
SHROOM2	0.015600760000000002
RGS4	0.0156669
P2RY13	0.0156989
COL24A1	0.01586027999999999
LRRC38	0.015999100000000002
SLC22A25	0.016014999999999918
KCNK3	0.016022899999999993
ADAMTS14	0.01602309
ASB15	0.0160568
PREX2	0.01622468
KIF13A	0.016239299999999957
S1PR3	0.01624664599999999
ESPNL	0.0162524
SRRM4	0.016270499999999993
BCO1	0.0162873
RAX2	0.0163885
STAC2	0.016396899999999992
RTL3	0.0164314
MALL	0.016545669999999985
IL10	0.016577000000000286
CXXC4	0.0165875
FOXD4L5	0.016633000000000002
SPARCL1	0.0166477
CADPS2	0.0166972
OR9Q1	0.0167134
IQCA1L	0.0167138
ZNF697	0.016745
IRX3	0.0167481
GRK1	0.0168207
ZNF750	0.016866695356769996
CFAP99	0.016900300000000007
S100A3	0.01690490000000011
DHRS2	0.01690625000000001
SLC10A5	0.0169778
LRFN5	0.016997
RND2	0.017017999999999978
GPC4	0.0170276
LURAP1	0.01706599999999997
HOXB13	0.0170739
ASPN	0.0171924
CXCL5	0.0172003
CREB3L1	0.01720520000000003
C1orf74	0.017229999999999857
BOC	0.017258589999999997
NTNG1	0.01730185
HAS1	0.017319863196660096
PLA2G4E	0.017364000000000004
HSPB8	0.0174142
KCNJ2	0.017630399999999997
MRAP2	0.017666699999999997
TRIM6	0.017676399999999995
TSPEAR	0.0177511
PSRC1	0.017823800000000167
CHD5	0.01783225
NKX2-3	0.017906
TBX3	0.0179124
ZNF804A	0.018043
SATL1	0.0181014
KCNJ3	0.0181177
EGFLAM	0.0182685
TIMP3	0.0183964
CAMK2A	0.018429700000000007
HRC	0.0184357
DIO2	0.01844568
EFCAB13	0.018514699999999884
PPM1L	0.018517099999999953
TRPV5	0.01859334
CLRN1	0.018635099999999988
CD19	0.018644296055671
EFCAB2	0.018654461699999736
PPM1E	0.01871964
KCNT1	0.018741729999999998
UGT3A1	0.018754499999999997
SDSL	0.018849199999999906
ARMC3	0.018849199999999997
GRM4	0.01891331
KCNQ3	0.01906518
RIMS3	0.019077000000000233
HAS2	0.01922101
PTGER3	0.01928962999999999
CAGE1	0.019364799999999995
PABPC1L2A	0.019401
ABCA4	0.0194253
PRORY	0.01946409999999999
SLC35A3	0.01949199999999962
C4A	0.01957660188811483
ROR1	0.019651189999999992
ADGRF2	0.0196601
BGN	0.0198173
ACRV1	0.0199259
RASGEF1C	0.0200124
THY1	0.0200838
ZDHHC11	0.020094639999999886
C3orf70	0.020123700000000008
CHRD	0.02014507
SCN1A	0.020162929999999902
SYT10	0.020179000000000002
SLC10A4	0.020195099999999994
CLEC17A	0.020206399999999985
NFIB	0.02022546
MYH6	0.0202519
RIMS1	0.020263299999999998
GFRA1	0.02030780367106
PCDH11Y	0.020433980000000004
NOL4	0.0204705
TRIM72	0.02069399999999999
CRACD	0.02069607
C4orf17	0.020787800000000023
SLC34A3	0.0208196
DPYSL5	0.020826700000000004
PRR16	0.0208782
SRGAP1	0.02089274000000002
FAM81B	0.020894300000000005
PTCHD4	0.020898999999999997
KCNMA1	0.020969500000000002
MAN1A1	0.020999999999997243
P2RY2	0.0210016
PAX4	0.0211006
INA	0.02119180000000001
CHRM2	0.02119912
GFY	0.021275999999999996
COL4A2	0.02136876
N4BP3	0.021397
PLA2R1	0.021469800000000004
PRAME	0.0215556
SDR9C7	0.0215855
TRPC5	0.0215868
KDR	0.0217856
GRM3	0.021805699999999997
GAS1	0.021838000000000024
NOTO	0.021866999999999998
ADORA1	0.021918840394999986
SOHLH2	0.021943999999999998
ARHGAP6	0.021956
PPP2R2C	0.02199775
LYPD4	0.0220629
TNFSF18	0.0221278
DCUN1D5	0.022149000000002417
CHSY3	0.0221524
H2BC15	0.022202000000000055
LOX	0.0223524
DOK6	0.022525199999999912
EIF4E1B	0.022543
KRT80	0.02266127233248
MAPK8IP2	0.02268529999999999
SLC30A3	0.022706999999999977
UBE2T	0.022715000000000152
PRODH2	0.0228289
FAM189A1	0.0229658
TNXB	0.0229842928
PCSK2	0.023028599999999996
SLC34A1	0.0230887000000001
RTP5	0.0231226
CKM	0.0231317
GPATCH2	0.023187000000000957
FEZF2	0.0232619
SYT1	0.023314099999999997
SPATA4	0.023385000000000017
B3GAT1	0.02361450000000001
SCNM1	0.02370199999997169
BMP2	0.0237563
ANKFN1	0.02378190000000001
SLC16A8	0.0238041
MYT1	0.02389774
EPB42	0.0240151
CEMP1	0.024322678509999997
KRT222	0.0244513
RND3	0.0244584
RGL3	0.024554000000000006
BTBD17	0.0248616
PIWIL1	0.024904592343999894
SIGLEC1	0.0249159
PROCA1	0.024959564799999834
LRRC18	0.0249793
XK	0.025056339999999996
NRK	0.025063710000000003
AQP10	0.0250753
SGMS1	0.02510400000000601
VIL1	0.0251046
RNF151	0.02528000000000001
HHIP	0.02529462
ADH1B	0.025434634000000098
C11orf52	0.025521900000000007
KCNC1	0.025534
DKK2	0.02553744
KCNK10	0.025588800000000002
AGAP6	0.025637240786999804
SCN2B	0.0256416
TFAP2C	0.0256748
TMEM59L	0.025743800000000004
SPSB4	0.0258234
NENF	0.02591499999999769
FHL2	0.02591717358000012
ADAMTS8	0.025974100000000014
TRIM54	0.0260874
LYNX1	0.026097400000000007
RBP7	0.026100599999999988
KNG1	0.0262179
CHST6	0.02625719999999998
IFNE	0.0263074
MAOB	0.026314699999999983
CHRDL2	0.0263532
ABHD17C	0.02644999978621687
CCNA1	0.0265761
TREM1	0.0267326
RIBC1	0.026767600000000003
ARSF	0.026770399999999993
SYT2	0.026783006000000005
SEC14L4	0.026954400000000014
OR51E2	0.026984999999999995
FAM184B	0.026996199999999998
SDR16C5	0.027062431999999893
PTPRF	0.0271235999999999
THRB	0.027159599119725014
TUBB2B	0.027194151999999916
ARSI	0.0272416
CGB1	0.0273816
ZNF618	0.027506870000000017
SLC25A2	0.0275111
SLC4A4	0.027588697999999967
HNF4A	0.027594500000000008
