	CD4 minus TA in CFS251 vs CD4 minus TA in Healthy
CPNE4	-0.2558416
HS1BP3	-0.2555951000000025
ITGB4	-0.2555183974
GLTPD2	-0.255509
CDC45	-0.25505763499999995
GUCY2D	-0.254774
CHST5	-0.25407409999999997
ZSCAN31	-0.25403116026100003
TCIRG1	-0.2535754999999895
MIP	-0.25344099999999997
PLOD2	-0.2526514
HOXA6	-0.2526388999999999
TICRR	-0.2525401169223
TNNT2	-0.25233239999999985
MPV17L	-0.2521401252630999
CASP10	-0.2515009999999993
FAM71D	-0.2514919
RAB26	-0.25147530000000007
H3C8	-0.2513464
CYP2A6	-0.2512903999999999
NAP1L5	-0.25075999999999987
STAU1	-0.2505463016756835
BEND6	-0.2504289999999999
ABCB4	-0.2496736
LYPD5	-0.24898449999999994
SERPINA10	-0.24877750000000004
AKR1C4	-0.2487267000000001
MAL2	-0.24789379999999997
LBX2	-0.24788270000000007
TM4SF20	-0.24694859999999996
N4BP3	-0.24664599999999998
ENTPD3	-0.2463570000000001
KRTAP4-12	-0.24585799999999997
TMPRSS4	-0.24544559000000007
SLC1A6	-0.24510500000000002
NEK10	-0.24504965023000003
ROBO3	-0.24494339999999948
CYP27B1	-0.24426136017
MUC6	-0.24408920000000003
LURAP1	-0.24391900000000005
FGF13	-0.24344510000000003
SLC11A2	-0.24320910164198928
GSTT4	-0.2424012999999998
CAMK2N1	-0.24233000000000016
WFDC3	-0.2419114799999999
TUBB3	-0.2418048
MYOM1	-0.24179969999999984
CFAP69	-0.24174970000000007
GPR135	-0.24141200000000002
VSIG2	-0.2410589999999999
TMEM74B	-0.24096440000000002
NUTM2B	-0.240822991366
FAM161A	-0.2404572999999992
MGAT3	-0.2398707
RMND1	-0.2398030000000002
AP3M1	-0.2392759999999967
FAM209A	-0.23882519999999996
ITPRIP	-0.23835400000000107
CCSER1	-0.23816055999999997
KCNAB1	-0.23811366999999994
B9D2	-0.2378820000000026
BAHD1	-0.23755300000000057
COMMD7	-0.2374499999999955
RAB1B	-0.23730000000000473
KIR3DS1	-0.23721341070000013
MAJIN	-0.23648162912000004
BCKDHB	-0.23642836629000108
CSMD1	-0.2360022
KAZN	-0.235973177
ZNF563	-0.23587000000000202
KLF16	-0.23575309999999972
C16orf72	-0.23573999999999984
ACP4	-0.23573850000000002
PCGF2	-0.235707
BRSK1	-0.23559519999999984
MIA	-0.23555160000000003
SH3D21	-0.23555079926033096
PRSS22	-0.2354309
SLC35A1	-0.23536600200404578
PRSS2	-0.2353114
ARHGEF33	-0.23529989
LIN7C	-0.23516699999999702
CFAP251	-0.2350690999999998
MINDY4	-0.23465199999999986
SHOX	-0.2344923000000001
LATS2	-0.23448600000000003
GMEB2	-0.23439300000000252
LPAR3	-0.23432949999999997
SGCA	-0.2342671599999999
C1orf74	-0.23354000000000008
IQCF2	-0.23276770000000002
WNT4	-0.23276020000000003
HTR3B	-0.232505
MSR1	-0.23216179999999997
SSX7	-0.2317942
CALR3	-0.231553
TOR1A	-0.23149500000000955
STEAP2	-0.2314596
NPNT	-0.2312708
OR4D1	-0.2312639
PLEKHG5	-0.23112678555555688
EIF2AK3	-0.2310848982983007
CITED1	-0.23107499999999997
CD79A	-0.23107000000000077
JCAD	-0.23106857
UBP1	-0.23104134999999992
HSFX1	-0.23066899999999996
ZNF487	-0.23011599999999977
PIP5K1B	-0.23010989999999976
PRR3	-0.22996400000000072
CACNA1G	-0.22987420000000003
MICB	-0.2298359644971768
CERS3	-0.22982340000000012
FREM3	-0.22957202999999998
EXOSC9	-0.22935399999999362
EPN3	-0.22920220000000002
CDK14	-0.2289825000000001
PODXL	-0.22829602000000004
RBM44	-0.22817519999999997
ENAH	-0.22786534
C19orf54	-0.22765200000000085
ZG16B	-0.22746039999999998
IGDCC4	-0.22703299999999998
CNKSR3	-0.226737
KRT2	-0.22672800000000048
SEC16A	-0.22639440000000732
GLOD5	-0.225534
LRP3	-0.22516949999999997
B3GNT3	-0.22486420000000001
PXDNL	-0.22416228000000002
RARB	-0.22415212999999998
KRR1	-0.22413999999999845
EFCAB11	-0.22413649188604978
EBLN1	-0.224046
ACVR1C	-0.2227144999999997
MED1	-0.22251099999999724
TEKT3	-0.2224631
GRHL1	-0.2221567642
SH3TC2	-0.22130414000000004
ABCA5	-0.22083359999999708
HEPH	-0.220631461
MACROD2	-0.22048099999999982
ATP6V1C1	-0.2199033000000128
PLCXD2	-0.2196450000000001
ARGFX	-0.2196041
CPLX4	-0.21938869999999988
CLDN11	-0.21897037456899987
CMTM2	-0.21884599999999998
RAET1E	-0.21812889999999996
TARBP1	-0.21749600000000058
JUP	-0.21729784721
ASPDH	-0.21725709999999998
SPAG17	-0.2171884
DZIP1L	-0.2171712999999999
NOVA1	-0.21679248
RUFY4	-0.21676581
SCARF2	-0.21631921977815827
OOEP	-0.2162159999999999
ZFYVE26	-0.21602692814500024
TNS2	-0.21595889999999995
SLC7A9	-0.2159076999999999
SAXO1	-0.21490929999999997
HHIPL2	-0.2148891
VPS37D	-0.21471
PRR15L	-0.2146528
JAGN1	-0.214164
FCSK	-0.21374000000000137
BTBD19	-0.21353899999999992
GCLC	-0.2128375699999996
LY6K	-0.2121108999999999
TMEM17	-0.21203560000000002
OTUD6A	-0.211355
NAT8	-0.211268
CCDC148	-0.21107300030347698
SLC9A4	-0.21106999999999998
TRAPPC6B	-0.21100119701000253
SLC22A1	-0.2102711
ACADL	-0.2097846
ADGRF1	-0.2097556
UGT2A1	-0.20952349999999986
PATZ1	-0.20946730000000358
TTYH1	-0.209332831085
CCSAP	-0.20919739762276013
RFPL2	-0.20903299999999997
KCNJ13	-0.2089008
APBA1	-0.20884190000000002
PRSS51	-0.208509
KIF26B	-0.20846346
C19orf84	-0.2080366
CPT1B	-0.20777971940000128
EME1	-0.20739699999999994
NFKBIL1	-0.20724001556389826
TET3	-0.20719899999999997
C17orf98	-0.20709
TRAPPC3L	-0.20706400000000003
METTL24	-0.20627500000000004
NT5C1A	-0.2061637
GOLIM4	-0.20604219999999995
ADAM29	-0.20577449999999986
ATP1A3	-0.20522053495119597
ZNF69	-0.20491199999999932
KIF17	-0.20453900000000003
PITX1	-0.20452760000000003
FAM114A1	-0.20448599999999995
NIPAL1	-0.20447400000000004
PPP1R14C	-0.204265
DECR2	-0.20417279999999938
RUNX1T1	-0.2039041
ZBED2	-0.20368200000000014
ANKLE1	-0.203261213
FAM149A	-0.20310006494280003
CYP4A22	-0.20240539999999999
POU5F2	-0.20238
TRMT11	-0.2023659999999996
KCNIP2	-0.20236059675100015
ASB4	-0.20231499999999997
LILRB5	-0.20216308000000002
CXCL2	-0.20184970000000002
ITGA2B	-0.20183060000000003
USP49	-0.201623
FABP2	-0.20156199999999996
UBXN10	-0.20150299999999993
PVR	-0.20145790000000002
DOCK3	-0.201368
CTAGE8	-0.20024899999999995
HMX2	-0.20014790000000005
BBS1	-0.19983708419129975
ERCC3	-0.19971503228914855
ATP6AP1L	-0.19951639999999993
SEMA5A	-0.19943724900000007
SLC5A10	-0.1989808
ZNF98	-0.19875329000000008
RFX1	-0.19867200000000018
SPATA17	-0.19862629999999992
RBFOX3	-0.19818230000000014
CDCP1	-0.19807749999999996
CDH20	-0.19800630000000002
COPRS	-0.1972789999999982
NOSTRIN	-0.19727320000000004
OPRL1	-0.19715603889599997
FAM229A	-0.19694899999999993
POLQ	-0.19677779999999997
FBXW12	-0.1965092
TBX4	-0.1963334
PLA2G5	-0.1962318
ANAPC4	-0.19561269999999809
PODXL2	-0.19521000000000033
SQLE	-0.1950286999999964
MAP1A	-0.195001
CHN2	-0.19472091999870011
IL23A	-0.1946360000000027
SLC24A5	-0.19449
NPIPA3	-0.19436100934994
IL19	-0.1941625
MSH5	-0.1940482201085998
KCNA7	-0.19397500000000004
EIF6	-0.19391499999997563
APC2	-0.19384030000000002
TAF11	-0.19376199999999955
ZFHX4	-0.1937315999999999
ZMYND10	-0.19366999999999995
SORBS2	-0.19310070000000001
SULT2A1	-0.193029
MTOR	-0.1927677999999995
ABCC6	-0.19265029999999997
FAM220A	-0.1923640000000001
IGFL4	-0.1923113999999999
BRSK2	-0.19149515100000014
ZIM3	-0.1914265
PHKA1	-0.19135299890879998
AKR1D1	-0.19117810000000002
HSPB9	-0.190439
PRDM16	-0.19039629999999985
LRFN3	-0.19035729999999984
RAB36	-0.18992799999999993
H2BC18	-0.18975389999999998
SEMA6D	-0.18971519999999997
NID2	-0.1896403000000001
CARMIL3	-0.18960035739999992
ANKDD1A	-0.1895529158
TSPAN12	-0.1894033
ABCC2	-0.18924600000000008
EPHX3	-0.189117
KIR2DL1	-0.18897259999999996
NXPE1	-0.1889474
CCDC15	-0.18885450065043852
KLHL10	-0.18865419999999994
EVPL	-0.18857029999999997
ANTXRL	-0.18834399999999996
SMIM8	-0.18800243613300083
TTC36	-0.1879599999999999
ADAM22	-0.18777306888999978
WFDC1	-0.187604
TULP1	-0.18717039999999985
WNT8B	-0.1871392
TMEM239	-0.1870041
FAM110B	-0.186991
RAB6C	-0.1867492
GEMIN8	-0.18665410000000193
ELFN2	-0.18664819
GPM6A	-0.1866265
MROH9	-0.186069
ZNF311	-0.18606216184410002
CD5L	-0.1860388
FER1L5	-0.18584189999999987
TMEM98	-0.185741
SHC4	-0.1854968800000001
EIF1AY	-0.1851614
ABCA8	-0.18493489999999987
NRN1	-0.1849327999999999
AMPH	-0.1846811
COL28A1	-0.18445668000000004
SHISAL2B	-0.18427469999999999
GPR161	-0.18425126000000003
C16orf96	-0.18415399999999998
SLC38A11	-0.18350539999999999
MEP1B	-0.18324079
POTEH	-0.18217520000000004
ZNF843	-0.18198399999999995
HBB	-0.18190920000000002
IL20RA	-0.1818206
FGF14	-0.18125715
ZDHHC11B	-0.181236
ZSCAN4	-0.1811293
SPAG5	-0.1808079000000009
TULP2	-0.1807134
H2AC11	-0.18059000000000047
F10	-0.180375205
ZFHX3	-0.18032610000000002
CTBP2	-0.18026000000000053
PDE6C	-0.18021700000000002
CNKSR1	-0.18017002900000012
APOA2	-0.18007600000000012
ANGPT2	-0.17991380000000012
FAM200A	-0.17975000000000207
DPYSL3	-0.17967098
TBC1D3F	-0.1794176
FAM135A	-0.1793128044600003
CEACAM3	-0.1792405
BHMT2	-0.17918479999999992
DMRTC1B	-0.17882458329999995
PRIM1	-0.17876000000001113
NT5M	-0.1785840999999999
UGGT2	-0.1779577000000001
HNRNPCL1	-0.1777202
PRDM11	-0.17714850000000004
CEBPE	-0.17707800000000007
EGR2	-0.17706162311499996
TMEM210	-0.17686399999999997
TAS2R30	-0.1766606
PLAC8L1	-0.17657399999999998
GOLGA8O	-0.17601970000000003
TUBA3E	-0.17551160000000002
POU2F3	-0.17537119999999998
SLC16A9	-0.17522137
RAB25	-0.17509869999999994
H2AC16	-0.1748740000000002
MEP1A	-0.174702
AGXT	-0.1745427
GRIK4	-0.17435509999999999
SYNPR	-0.174337
DNAJB7	-0.17421500000000004
NEIL3	-0.17413109999999965
HIKESHI	-0.1737603620799959
MMP17	-0.17375197270000015
AANAT	-0.17367309670000003
CFAP20DC	-0.1736555
B3GNT8	-0.1735799999999994
ROPN1L	-0.17336090184770026
IGFALS	-0.17312477895469985
BHLHB9	-0.1731115000000003
TRIM41	-0.17292570000000018
CPLX1	-0.17289639999999998
ACMSD	-0.17281401809830016
CCDC27	-0.17277959999999998
PPIL1	-0.17265279999999805
ATP1A4	-0.17241719999999988
KCNH3	-0.17225599999999974
FAN1	-0.17218620499999915
GARNL3	-0.17197711999999987
LSMEM2	-0.1719635
SFN	-0.17193199999999997
EVI5L	-0.17190936999999984
TNFRSF11B	-0.1717764
ANKRD30B	-0.17145090000000007
TMEM52	-0.1713692
NCMAP	-0.17103400000000002
PJVK	-0.170869
HSFX3	-0.170841
HBS1L	-0.1707954878479967
TAL1	-0.17072939999999998
CCL15	-0.1706774578
SLC4A4	-0.17065240000000004
GPRC5D	-0.1705237
CDHR2	-0.17052299999999931
GXYLT2	-0.17045980000000002
CTNNA3	-0.17042266999999992
HROB	-0.1703983180814999
DENND2A	-0.16999999999999998
C1QL3	-0.1698249999999999
OR2W3	-0.16943
SPDYE9	-0.16937599999999997
VWA3B	-0.16933963
TCP10L	-0.1691376
KCNK1	-0.16814469999999998
TEX29	-0.1680036
NLGN2	-0.16785509999999998
MFAP2	-0.167644
GHRHR	-0.167338
GYPE	-0.1673340000000001
LAMA4	-0.167162
KIAA1549	-0.16691962999999999
SIGLEC8	-0.16619089999999997
MTRES1	-0.16579000000000121
ATOH8	-0.16578236
KHDRBS3	-0.16576829999999998
RETNLB	-0.1657028
INSL6	-0.16549999999999976
KLF17	-0.165433
IFT122	-0.16531498569999847
AHSG	-0.165125
TCL1B	-0.1650553999999999
TRUB2	-0.1648899999999962
PLET1	-0.1646608
GPR176	-0.1643037
KRTAP10-3	-0.164181
CCDC113	-0.1640662396805001
ZNF836	-0.1639330000000001
LEFTY1	-0.1638309
CFAP52	-0.1637272
AMOTL1	-0.1635820061359857
B4GALT1	-0.16302519999999987
ERICH3	-0.162854
ADCY10	-0.16272180000000003
MS4A10	-0.16224040000000003
H4C5	-0.16203000000000012
FUT6	-0.1619183865
NNMT	-0.1617545
EPHB1	-0.1614745
TMEM38A	-0.16088000000000013
SLC25A2	-0.160808
PBX4	-0.1605989999999995
SOWAHB	-0.160363
L3MBTL4	-0.1603354999999999
PTPRF	-0.16032676
CELF4	-0.1598885
DNAAF1	-0.1595902999999999
KCNJ9	-0.1591668
KMO	-0.1590722430992
RGS16	-0.15897900000000004
C2CD6	-0.15863787
CFAP57	-0.1585244
MCOLN2	-0.15832500000000138
GDPGP1	-0.15824987646999977
HEPACAM2	-0.15807516
LDHAL6A	-0.158068699687625
TMEM240	-0.15797269999999997
HRH4	-0.15793899999999983
SLC13A4	-0.15767599999999993
TCP11	-0.15748440000000002
VASN	-0.1574814
PTPRG	-0.15747699999999998
TRIM66	-0.15732619
SLC12A2	-0.15692046910000101
SPX	-0.15670689999999998
CNTN2	-0.15634377
MPHOSPH8	-0.1561189999999968
TMEM88	-0.15607390000000004
BOD1L1	-0.15531799999999762
SCUBE3	-0.15476
SPATS2L	-0.1547550763362402
RASAL2	-0.15454009999999999
HIC2	-0.15434900000000018
ANKUB1	-0.15431320000000004
CT45A10	-0.154239
GRINA	-0.15412632000000048
PLEKHD1	-0.1538268
C1orf127	-0.15378236674190002
TMTC2	-0.153758135842
FRMD6	-0.15371950190000017
SPRYD4	-0.15369999999999995
MYH10	-0.15356549847348022
SPIC	-0.15347460000000002
SDK1	-0.153437
GALR1	-0.15330699999999997
MGAT5B	-0.1529891000000001
TRPV3	-0.15295237211400012
PSG3	-0.152579
LRGUK	-0.152546
MELTF	-0.15244269999999993
RNF180	-0.1522955
BARX2	-0.1522308
ZFYVE1	-0.1521639530346004
ALDH9A1	-0.152142000000012
PROX1	-0.1520059371779
FAM83F	-0.1519449
CHRNA2	-0.15186401
MIXL1	-0.15172250000000012
H3-5	-0.15149000000000012
EPCAM	-0.150942
KCNS1	-0.15093279999999998
CYP2B6	-0.1508740999999999
ANGPT1	-0.15079857208999992
GGT2	-0.1506621
LDB3	-0.15039569999999988
LGSN	-0.1503567
MKS1	-0.15002699999999614
YY1	-0.1497630000000001
GPC3	-0.14960450000000003
SLC25A17	-0.14944260000000398
TNFRSF10C	-0.1492493
EDN1	-0.148687
SECISBP2	-0.14864800000000145
CDH9	-0.14837019999999995
YIPF7	-0.14836
SLC29A4	-0.148315
HPS3	-0.14807400000000825
MPP4	-0.148070800153584
CLMP	-0.148015
PDK1	-0.1479159999999986
FOXR1	-0.1478668
LPIN3	-0.147811
FRZB	-0.147769
ECM1	-0.14761572
AMT	-0.14743839173154005
ADAM32	-0.1472239999999999
DNAI1	-0.1471001
RAB4B	-0.14679250000001787
LRIT3	-0.14665650000000002
DCLRE1B	-0.14662099999999995
TMEM151A	-0.14657979999999998
ARFGAP1	-0.1465741684106021
STRIP2	-0.1463981999999999
ALDH1L2	-0.1463811
CDH23	-0.14618890000000007
STK32C	-0.14611000000000018
TMEM178B	-0.145820998
BSPRY	-0.145584
MUC1	-0.145051975
AMOTL2	-0.1447842
COQ2	-0.14477600000000024
ADNP	-0.14461611354784587
PRSS37	-0.1443561
NFAM1	-0.14421280000000003
KCNMB3	-0.14404679999999997
ANKRD13B	-0.14376199999999992
LNP1	-0.1433819999999998
TCEAL7	-0.143347
AFMID	-0.14331009999999966
ADAM18	-0.1431026
HCAR1	-0.14274599999999993
EGR1	-0.1425034
CRIPT	-0.14248999999999867
STAMBP	-0.1424689999999913
NFKBID	-0.1422821344999985
SLC7A3	-0.142142
DCDC2B	-0.14205230000000008
CCDC170	-0.14198900000000003
CCNJL	-0.14187279999999997
FAM83H	-0.14165001999999988
KLB	-0.1416177
CFAP300	-0.1416079
GRPR	-0.14141550000000003
TBX20	-0.14104350000000002
DYNC1I1	-0.14091960000000026
VPS9D1	-0.14090350000000007
KCNJ11	-0.14082700000000004
FCER2	-0.1408220462254
RIMKLA	-0.14060762999999998
GIGYF1	-0.1403000000000001
CYB5R2	-0.14017019999999994
OR5K2	-0.1400669
TNPO2	-0.13972975710000046
BCO2	-0.13953640000000006
C1QTNF4	-0.139481
WFDC10B	-0.139418
ZGRF1	-0.13926986878276382
GOLGA6L22	-0.13915449999999996
FAM71B	-0.139067
SCNN1G	-0.1389337
WNT16	-0.1385322
NTHL1	-0.13852599999999882
PRR22	-0.13842799999999997
MAMDC4	-0.1383426000000001
CEACAM6	-0.1380804
FAM167B	-0.13759299999999997
OR56B1	-0.1372612
BUB1	-0.13708629610000012
SLC25A18	-0.13700700000000002
PAK6	-0.13678270042063
BOK	-0.13676069999999999
APELA	-0.13636599999999993
F3	-0.13635309999999998
CD300LG	-0.13631530000000003
TMIGD3	-0.136297
SLC35G5	-0.13628800000000005
CHGA	-0.136091648956
FOXL2NB	-0.13585100000000003
TMOD1	-0.13574413420200004
POFUT2	-0.13563744359999852
C2CD4A	-0.13560690000000003
TMEM217	-0.13548179999999987
STPG3	-0.1353837
PDLIM3	-0.1353679000000001
SRP68	-0.1353316023296003
CLEC1B	-0.13517410000000002
GABRE	-0.13511099999999998
SPRN	-0.13509300000000002
MKRN3	-0.13485700000000023
CNNM1	-0.1343794
SLC16A2	-0.1343456
COL27A1	-0.13433568000000012
C20orf144	-0.13431800000000005
TUB	-0.134294
AADAT	-0.1340182345300001
ENGASE	-0.13397998053199967
KIR2DL4	-0.133913978
NEGR1	-0.13364100000000004
IGFL3	-0.13348669999999999
E2F8	-0.13336520000000002
IFNW1	-0.1333638
CCDC78	-0.1329971000000001
CCDC3	-0.13283430000000002
CCDC171	-0.13260970000000005
KIAA1755	-0.1325431
BTNL8	-0.13248510000000002
TAL2	-0.132463
ACY1	-0.1324318505013009
MESP1	-0.13240639999999998
CENPJ	-0.13231900037351196
TMEM175	-0.13227366224399795
ATRNL1	-0.13198669999999998
STIL	-0.1318681558450001
EZHIP	-0.13182380000000002
GALNT15	-0.1317875000000001
PAQR5	-0.13155289999999997
ASGR1	-0.1314644999999999
VSX1	-0.1314355
UMODL1	-0.131383483314584
SDR42E2	-0.13127199999999997
ZNF519	-0.13126051087529955
PRR12	-0.13096570000000007
USP40	-0.13042397278971052
AIPL1	-0.1303958
SLC26A5	-0.1303471
CA5A	-0.13013439999999998
DCT	-0.13011089999999997
TAS2R4	-0.1300961
PLA1A	-0.130059
HOXB3	-0.12996557000000009
ASCL5	-0.12980660000000002
TYR	-0.1295556
CERS1	-0.1292226
PGBD2	-0.12920999999999871
KCNN3	-0.1291888879999999
SLC15A2	-0.12909709069319014
CIP2A	-0.12881999999999993
C19orf47	-0.12874460000000099
IL11	-0.1287229
THSD1	-0.12865179999999998
DMC1	-0.1286473999999999
C5	-0.12844239999999996
CLDN14	-0.1284265
HOXA3	-0.1282744
AMH	-0.12814759999999992
CRB1	-0.1279
P3R3URF	-0.127543
CARD10	-0.12742790000000015
DPEP3	-0.12738295000000005
DPY19L2	-0.1273183
ARHGEF16	-0.12724340299999992
CHCHD3	-0.12707049999998787
AUNIP	-0.12707010000000005
SHCBP1L	-0.126929
GPR85	-0.1269088999999999
TNNI2	-0.126077
PRDM9	-0.1259663999999999
NOX5	-0.12574739999999998
TMEM171	-0.12550120000000003
COL10A1	-0.1254459
AIF1L	-0.12523128042
SIGLEC16	-0.1252137
RAX2	-0.12520389999999998
CA3	-0.1251763
LAT2	-0.12496749999999901
RASD1	-0.12488750000000001
LRRC71	-0.124494
TAS2R60	-0.12442
TEX49	-0.1242231
UBQLNL	-0.1240389
DNASE1L3	-0.12395631083099999
PFN4	-0.12376970000000001
SEMA5B	-0.1236957999999999
KIAA2012	-0.12360570000000004
CEP95	-0.12345719999999716
GJA1	-0.12340129999999999
SERPINE1	-0.123326
THSD4	-0.1232695
FAM90A1	-0.1232675
TTC23	-0.12310358480000005
HSF2BP	-0.12307489999999999
FAM221B	-0.12291064000000004
MRC2	-0.12274629999999981
KCNV1	-0.12257809999999998
PNMA3	-0.12245169999999991
CHIT1	-0.12186400999999988
FAP	-0.121855
PGBD1	-0.12183600000000006
DNAH11	-0.12164064845999989
HLA-DQB2	-0.12130550858074789
SLC2A12	-0.12128570000000001
TFCP2L1	-0.12081044999999997
SMC1B	-0.1205856
COL2A1	-0.1205794
FHAD1	-0.12054377999999999
CPB1	-0.12035621
TMEM163	-0.12034670000000004
CFI	-0.1203308
RHCE	-0.12032090000000006
SLC25A52	-0.12026200000000002
MTUS2	-0.12021980000000002
SULF1	-0.12021789999999999
FANCL	-0.12020799999999898
PRAM1	-0.12015980000000004
ZNF618	-0.12009278940980003
HPSE2	-0.1200738
ANGPTL1	-0.1200430999999999
COL11A2	-0.11982087888589998
HSPA12B	-0.1197042
WNT9B	-0.11962180000000001
LRP4	-0.119574
OLFM1	-0.11953406999999999
SLC22A16	-0.119508
TG	-0.11938724000000014
SERTAD1	-0.11929999999999907
DYNAP	-0.11929600000000001
KIRREL2	-0.11921909999999991
PRB1	-0.1191236
PTCHD4	-0.1190794
BOLL	-0.11899519999999988
CLCN5	-0.11871199999999996
LRP5	-0.11842920000000004
CRYBA4	-0.11825379999999999
GCNT3	-0.11781459999999991
OMD	-0.1178063
PGLYRP1	-0.117723
CCDC17	-0.11750029999999997
NIBAN3	-0.11749329999999997
P4HA3	-0.1174827
SMAD9	-0.1174676986902001
DLX4	-0.11745277473200005
ORM1	-0.117451
TMEM106C	-0.11733216466225826
DACT3	-0.11726820000000004
TMEM232	-0.11724793
CLEC4M	-0.11691789999999998
LCN15	-0.116779
TCF4	-0.11664794088310337
GREB1	-0.11664759999999996
ADCY2	-0.11657440000000013
DOK7	-0.11642920000000001
PNLDC1	-0.11637489999999998
ZCCHC3	-0.11630999999999858
ALG1L	-0.11624900000000005
TMPRSS12	-0.11597079999999999
TEAD2	-0.11589730966408
ADGRA2	-0.11551991
RNF112	-0.1154286
CAMK2N2	-0.1153082
SOSTDC1	-0.115191
DOCK6	-0.11514309999999994
IGLL5	-0.11507
COQ5	-0.11503499999999889
MEIS1	-0.1149116999999999
KLK11	-0.1147995
SRGAP1	-0.11478606
KIRREL3	-0.11445070000000013
METTL7A	-0.11436200379946015
ENO4	-0.1143593
INHBE	-0.11426579999999999
HTR7	-0.11412480000000014
LITAFD	-0.11412
RSPH3	-0.11390499999999992
CELF6	-0.11390136000000002
IAPP	-0.1136541
CXXC4	-0.11310754
NEXN	-0.11302980000000007
CEP83	-0.11297090000000054
CSDC2	-0.1129235
DNAH12	-0.11280280000000001
LYG2	-0.11277600000000004
PNPLA3	-0.11273850000000002
FGF20	-0.1126814999999999
PM20D1	-0.11259499999999978
SDS	-0.11252150000000002
SYP	-0.11244338406000015
DUXA	-0.1124324
PIFO	-0.11242800000000003
ZBTB7C	-0.11222559999999997
FAM180B	-0.11208130000000001
CLEC4G	-0.11203
CLTRN	-0.111813
GALNT16	-0.11180699999999999
KCNH4	-0.1117766
TIE1	-0.1117594
SULT1C4	-0.11169299999999999
SEPTIN3	-0.11167061000000003
KLRC3	-0.11157100000000003
PPP1R14D	-0.1115583
CROCC2	-0.1115549
POTEI	-0.111324
RXFP1	-0.111243
MTFR2	-0.11099930000000013
RPRML	-0.110759
WNK4	-0.11061430000000003
GASK1A	-0.110567
EDRF1	-0.11045879850203022
MEGF11	-0.11031549999999991
LRRC43	-0.1102469
MYO7A	-0.11021002330195584
CEACAM5	-0.1102092770659
LDLRAD1	-0.11018959999999998
C19orf33	-0.11007700000000001
SLC35G6	-0.110033
MYOM3	-0.10994986999999998
ASPG	-0.10988159999999998
CYP17A1	-0.10978330000000001
DPYSL5	-0.1097614
TSSK3	-0.10972440000000006
TLCD2	-0.10959000000000002
ADRA2B	-0.1095389
B3GNT6	-0.1091555
DLK2	-0.10912569999999988
SLC25A27	-0.10911169999999999
DIPK2B	-0.10910100000000002
KIF7	-0.1090984
SNX32	-0.10887950000000002
TRIM74	-0.10885299999999998
EMX2	-0.108316
HOXB5	-0.108247
CBS	-0.1081444199999999
IL27	-0.10767890000000001
AKAP6	-0.10758087000000005
SPEF1	-0.1075528
FAM170A	-0.10721
C4B_2	-0.1071799
KRT23	-0.10710962
C17orf78	-0.10703439999999999
RAMP2	-0.106561
NOTCH2NLC	-0.10650999999999988
CYSLTR2	-0.10640100000000019
BTBD3	-0.10617692883900043
IL17RB	-0.10604370000000007
RAB23	-0.10601399999999983
CD248	-0.1058479999999995
PPP3R2	-0.10577719999999999
IRGC	-0.105742
ACTN3	-0.10568999999999995
GTF2F2	-0.10558750000000039
PAGE4	-0.105586
SLC35F4	-0.10541889999999998
TIMD4	-0.10538090000000055
KRT77	-0.10536419999999999
F2RL2	-0.10511700000000002
HECTD4	-0.10506089999999979
ANGPTL6	-0.10484839999999995
ANKRD35	-0.10467730000000003
BAIAP2L1	-0.10465340000000001
PCYT1B	-0.10462439999999999
GPC6	-0.1045634
SLC26A2	-0.10390999999999995
ABCA10	-0.10378512000000001
C9orf50	-0.10371
SHH	-0.103655
CLTCL1	-0.1035830300000001
NPAS2	-0.10348246000000039
TMEM236	-0.10339299999999998
ZNF608	-0.1031202
CPS1	-0.1027560000000001
C11orf21	-0.10270199999999807
UBTD2	-0.10262999999999955
LOX	-0.1026109
KCNE4	-0.10245620000000066
CYP2C8	-0.10242
RGSL1	-0.10222613
NDEL1	-0.10212599999999838
CPNE5	-0.10212349206999993
MYOZ3	-0.1020499
KLRG2	-0.1016894
MESP2	-0.101498
GAST	-0.10131
ZPBP2	-0.101137
C7orf57	-0.1010104100000001
SHROOM1	-0.10075830000000001
DIPK1B	-0.10073210000000005
NOCT	-0.10062499999999996
SLC10A6	-0.100554
CD300LD	-0.10044899999999995
CCDC30	-0.10036379999999978
HEPACAM	-0.10007999999999989
GSDMB	-0.10003470000000014
SLC47A1	-0.09997240474999985
RUSC2	-0.09996249999999995
PINX1	-0.09994066549999658
EFHB	-0.09988429999999991
TET1	-0.09982499999999994
ERFL	-0.09978999999999999
BEND2	-0.09970539999999999
SIRPD	-0.0996591
ELAVL2	-0.09951230000000001
ARHGEF37	-0.09943199000000003
TBC1D3H	-0.0993452
ETV6	-0.09926199999999952
USP17L7	-0.0991221
AKAP5	-0.09903480000000003
TLCD3B	-0.09903199999999998
PSORS1C1	-0.09821102999999999
GPR82	-0.09819289999999992
P2RX7	-0.09796750000000021
FAM189A1	-0.0979104
GNAL	-0.09786380000000014
RAB17	-0.09785429999999999
PITPNM2	-0.0978535142869994
CACNG2	-0.09746099999999999
TRIM36	-0.09728564000000003
ALKAL2	-0.09727842999999975
SCG3	-0.09692500000000003
SPAG8	-0.09677820000000015
MDH1B	-0.09669900000000001
AR	-0.09658040999999999
WEE1	-0.09647700000000015
DDIAS	-0.0962989700000001
