	CD4 minus TA in CFS208 vs CD4 minus TA in Healthy
ALKAL1	0.0
CCM2L	0.0
CCN1	0.0
LTF	0.0
CRTAC1	0.0
PRIMA1	0.0
MBD3L1	0.0
MBD3L2	0.0
MBD3L2B	0.0
MBD3L3	0.0
MBD3L4	0.0
MB	0.0
FAM47C	0.0
PDX1	0.0
MGAM2	0.0
OR4C45	0.0
OR4C3	0.0
EN1	0.0
OR4C16	0.0
OR4C15	0.0
OR4C13	0.0
OR4C12	0.0
NGB	0.0
OR4B1	0.0
CLDN17	0.0
OR4C46	0.0
NGF	0.0
OR4A5	0.0
OR4A47	0.0
OR4A16	0.0
NHLH2	0.0
OR2Y1	0.0
OR2W1	0.0
OR2T7	0.0
OR2T6	0.0
OR2T5	0.0
OR2T4	0.0
OR4A8	0.0
OR2T34	0.0
CLDN23	0.0
OR4C6	0.0
EMX1	0.0
OR4K2	0.0
ESPNL	0.0
OR4K15	0.0
OR4K1	0.0
OR4F6	0.0
OR4F3	0.0
OR4F29	0.0
OR4F21	0.0
CLDN34	0.0
OR4C5	0.0
CLDN3	0.0
NFATC4	0.0
OR4F15	0.0
CLDN25	0.0
OR4E1	0.0
OR4D6	0.0
OR4D5	0.0
OR4D2	0.0
CLDN24	0.0
OR4D11	0.0
OR4D10	0.0
OR4F16	0.0
NEUROG2	0.0
OR2T33	0.0
OR2T3	0.0
OR2D3	0.0
OR2D2	0.0
OR2C3	0.0
CLCA4	0.0
CLCA2	0.0
NKX1-1	0.0
NKX1-2	0.0
NKX2-1	0.0
NKX2-2	0.0
NKX2-3	0.0
OR2F1	0.0
NKX2-4	0.0
NKX2-6	0.0
NKX2-8	0.0
ZNF679	0.0
NKX3-2	0.0
NKX6-1	0.0
NKX6-2	0.0
NKX6-3	0.0
CLCA1	0.0
NLGN1	0.0
OR2B6	0.0
NKX2-5	0.0
ERVV-2	0.0
OR2F2	0.0
OR2G3	0.0
OR2T27	0.0
OR2T2	0.0
ERVV-1	0.0
ENAM	0.0
OR2T10	0.0
CLCNKB	0.0
OR2T1	0.0
OR2S2	0.0
CLCNKA	0.0
OR2M7	0.0
OR2G2	0.0
OR2M5	0.0
OR2L5	0.0
CLCN4	0.0
CGB1	0.0
OR2K2	0.0
OR2J3	0.0
OR2J2	0.0
NKAIN1	0.0
NKAIN2	0.0
OR2J1	0.0
OR2H2	0.0
OR2M3	0.0
NEUROG1	0.0
NEUROD6	0.0
NEUROD4	0.0
OR5A2	0.0
CLEC6A	0.0
ACOD1	0.0
EMILIN3	0.0
OR56A5	0.0
OR56A4	0.0
OR52Z1	0.0
NCR2	0.0
OR52R1	0.0
OR52N5	0.0
CLEC9A	0.0
CLEC4G	0.0
OR52M1	0.0
OR52L1	0.0
OR52K2	0.0
OR52J3	0.0
CLEC4D	0.0
OR52H1	0.0
ACKR1	0.0
OR52E8	0.0
OR52E6	0.0
ZNF560	0.0
OR52N2	0.0
OR52E5	0.0
OR5AC1	0.0
OR5AC2	0.0
OR5H6	0.0
OR5H2	0.0
OR5H15	0.0
OR5H14	0.0
OR5G3	0.0
OR5F1	0.0
OR5D18	0.0
OR5D16	0.0
NCBP2L	0.0
OR5D14	0.0
ETV3L	0.0
OR5D13	0.0
OR5B21	0.0
OR5B2	0.0
OR5AU1	0.0
OR5AR1	0.0
OR5AP2	0.0
ZNF521	0.0
OR5AN1	0.0
NCKAP5	0.0
OR5AL1	0.0
OR5AK2	0.0
OR5C1	0.0
ETDB	0.0
ETDA	0.0
OR52E2	0.0
OR51A7	0.0
CLEC14A	0.0
OR51A2	0.0
CLEC12B	0.0
OR4X2	0.0
OR4X1	0.0
OR4S1	0.0
OR4Q2	0.0
OR4N4C	0.0
OR4N4	0.0
OR51B2	0.0
OR4N2	0.0
OR4M2	0.0
NES	0.0
CLDN9	0.0
NETO1	0.0
CLDN8	0.0
OR4M1	0.0
NEU2	0.0
OR4L1	0.0
OR4K5	0.0
OR4K3	0.0
OR4M2B	0.0
OR51B4	0.0
OR51B5	0.0
OR51B6	0.0
OR52E1	0.0
OR52D1	0.0
OR52B6	0.0
CLEC2A	0.0
OR52B4	0.0
NECAB2	0.0
OR52B2	0.0
OR52A5	0.0
CLEC20A	0.0
OR52A1	0.0
OR51T1	0.0
OR51S1	0.0
OR51Q1	0.0
OR51M1	0.0
OR51J1	0.0
OR51I1	0.0
OR51H1	0.0
OR51G1	0.0
OR51F2	0.0
OR51F1	0.0
OR51E1	0.0
ESX1	0.0
OR51D1	0.0
NLGN4X	0.0
OR5H8	0.0
OR2B3	0.0
OR2AT4	0.0
OLIG3	0.0
OLIG2	0.0
OLIG1	0.0
ERAS	0.0
NR1H4	0.0
OLFML3	0.0
EQTN	0.0
OLFM4	0.0
NR2F1	0.0
NR2F2	0.0
NR0B1	0.0
EPYC	0.0
EPS8L3	0.0
OIT3	0.0
ZNRF4	0.0
NRAP	0.0
ENPP7	0.0
CHST8	0.0
ZP4	0.0
CH25H	0.0
ZPBP	0.0
ODF3L2	0.0
OLFM3	0.0
NRG3	0.0
CGB8	0.0
NPY4R2	0.0
OR10A5	0.0
OR10A4	0.0
OR10A3	0.0
OPTC	0.0
OPRPN	0.0
ABCA12	0.0
OPN5	0.0
OPN4	0.0
OPN1MW3	0.0
OPCML	0.0
NPY5R	0.0
OPALIN	0.0
NPR1	0.0
OOSP2	0.0
ERC2	0.0
ONECUT2	0.0
NPS	0.0
NPSR1	0.0
OMP	0.0
NPVF	0.0
NPY2R	0.0
NPY4R	0.0
NPPB	0.0
OR10A6	0.0
ODF3L1	0.0
ODF3	0.0
ZSCAN1	0.0
CHRNG	0.0
NUTM1	0.0
AADACL4	0.0
EPHA7	0.0
EPHA6	0.0
EPHA5	0.0
NT5DC4	0.0
CHIA	0.0
AADACL2	0.0
NUTM2F	0.0
EPHA2	0.0
NTF4	0.0
CHRNB2	0.0
ZSWIM2	0.0
NTN3	0.0
AADAC	0.0
A3GALT2	0.0
NTS	0.0
NTSR2	0.0
CHRNA4	0.0
EPB41L4B	0.0
NTF3	0.0
CHST4	0.0
ENTPD8	0.0
NXF2	0.0
ODF1	0.0
ODAM	0.0
OCSTAMP	0.0
EPO	0.0
OCA2	0.0
OC90	0.0
OBP2B	0.0
OBP2A	0.0
CHAT	0.0
NYX	0.0
NWD2	0.0
NRXN2	0.0
NXPH3	0.0
NXPH2	0.0
NXPH1	0.0
NSG2	0.0
NXPE4	0.0
NXPE2	0.0
EPHX3	0.0
NXF5	0.0
NXF3	0.0
NXF2B	0.0
NYAP1	0.0
OR10A7	0.0
OR10AC1	0.0
OR10AG1	0.0
OR1L1	0.0
OR1K1	0.0
OR1J1	0.0
OR1I1	0.0
NMRK2	0.0
NMS	0.0
OR1G1	0.0
OR1E3	0.0
OR1E2	0.0
NMUR2	0.0
OR1L3	0.0
OR1E1	0.0
OR1D4	0.0
OR1C1	0.0
OR1B1	0.0
NOBOX	0.0
OR1A2	0.0
OR14K1	0.0
OR14J1	0.0
OR14I1	0.0
OR14C36	0.0
OR14A2	0.0
OR1D5	0.0
ZNF705B	0.0
OR1L4	0.0
OR1M1	0.0
OR2AK2	0.0
OR2AJ1	0.0
NLRP10	0.0
OR2A4	0.0
ABCG8	0.0
NLRP13	0.0
NLRP14	0.0
OR2A25	0.0
NLRP2B	0.0
OR2A2	0.0
OR1L6	0.0
NLRP4	0.0
OR2A12	0.0
NLRP7	0.0
OR1Q1	0.0
CKMT1B	0.0
NMBR	0.0
CKM	0.0
OR1P1	0.0
OR1N2	0.0
OR1N1	0.0
NME5	0.0
OR2A14	0.0
ZNF705G	0.0
OR13J1	0.0
OR13H1	0.0
NOX3	0.0
OR10Q1	0.0
ERG	0.0
OR10J5	0.0
NPAP1L	0.0
OR10J4	0.0
NPAS4	0.0
CIB3	0.0
NPBWR2	0.0
OR10J1	0.0
OR10T2	0.0
OR10H5	0.0
OR10H2	0.0
OR10H1	0.0
OR10G9	0.0
ZNF804B	0.0
OR10G8	0.0
OR10G6	0.0
CGB2	0.0
NPHS2	0.0
OR10D3	0.0
OR10C1	0.0
OR10H4	0.0
OR10V1	0.0
ABCB11	0.0
ERICH2	0.0
OR13F1	0.0
NOL4	0.0
OR13C8	0.0
OR13C7	0.0
OR13C4	0.0
OR13C2	0.0
OR12D3	0.0
ZNF728	0.0
OR12D2	0.0
OR12D1	0.0
OR11L1	0.0
OR11H7	0.0
OR11H6	0.0
OR11H2	0.0
ZNF735	0.0
OR11H12	0.0
ABCC8	0.0
CIDEA	0.0
ABCC12	0.0
ERICH4	0.0
CIB4	0.0
OR10X1	0.0
OR10W1	0.0
OR2B2	0.0
OR5I1	0.0
OR5J2	0.0
OR5K1	0.0
CELA3A	0.0
ADRA1D	0.0
FAM166C	0.0
COL26A1	0.0
CELF3	0.0
FAM166B	0.0
ADRA1B	0.0
PEG3	0.0
PEBP4	0.0
PDZRN4	0.0
PF4	0.0
PDZRN3	0.0
FAM163B	0.0
ZCCHC12	0.0
PDYN	0.0
FAM162B	0.0
MRGPRE	0.0
MRGPRF	0.0
MRGPRG	0.0
MRGPRX1	0.0
MRGPRX2	0.0
ZCCHC13	0.0
PDZK1IP1	0.0
MRGPRX4	0.0
ADRA2A	0.0
COL2A1	0.0
PGK2	0.0
COL6A5	0.0
CDY2B	0.0
CEACAM16	0.0
AFM	0.0
MORN5	0.0
MOS	0.0
CEACAM18	0.0
PGC	0.0
CEACAM20	0.0
MPPED1	0.0
ZC2HC1B	0.0
MPDZ	0.0
PGA5	0.0
PFN3	0.0
COL4A5	0.0
ADRA2C	0.0
COL4A1	0.0
MPO	0.0
COL3A1	0.0
CEACAM7	0.0
PF4V1	0.0
FAM170B	0.0
CDY2A	0.0
CENPBD1	0.0
COL22A1	0.0
MSLN	0.0
PDC	0.0
ADGRG7	0.0
ADGRG3	0.0
ADGRF4	0.0
MSTN	0.0
PCSK1	0.0
PCP4L1	0.0
MT1A	0.0
MT1B	0.0
COL11A1	0.0
PCP4	0.0
MT1H	0.0
MT1HL1	0.0
ZIC1	0.0
ZIC2	0.0
MT4	0.0
ZIC3	0.0
PCDH8	0.0
PCDH7	0.0
PCDH20	0.0
MTARC2	0.0
ELOA2	0.0
ZDHHC22	0.0
COL12A1	0.0
PDCL2	0.0
COL21A1	0.0
MROH2A	0.0
MROH2B	0.0
MROH5	0.0
ADIG	0.0
MROH9	0.0
PDIA2	0.0
PDHA2	0.0
MS4A12	0.0
MS4A13	0.0
COL13A1	0.0
ADH7	0.0
COL17A1	0.0
PDE6H	0.0
MS4A6E	0.0
CENPVL1	0.0
MS4A8	0.0
CENPVL2	0.0
CENPVL3	0.0
PDE1C	0.0
MSGN1	0.0
PDE10A	0.0
MS4A18	0.0
ELAVL4	0.0
CDY1B	0.0
MORC1	0.0
CORO2B	0.0
FAM240C	0.0
FAM237B	0.0
FAM237A	0.0
CDCP2	0.0
FAM236D	0.0
PLA2G3	0.0
PLA2G2F	0.0
PLA2G2E	0.0
FAM236C	0.0
PLCH1	0.0
FAM236B	0.0
XKR3	0.0
PLA1A	0.0
XKR7	0.0
CDH16	0.0
PKP1	0.0
AHSP	0.0
AHNAK2	0.0
PKHD1L1	0.0
PKD2L1	0.0
AGXT2	0.0
XIRP2	0.0
AGTR2	0.0
PLCZ1	0.0
CDC42EP5	0.0
PLSCR5	0.0
FAM47B	0.0
PLPPR4	0.0
FAM47A	0.0
FAM43B	0.0
MGAT4D	0.0
PLPPR1	0.0
FAM3D	0.0
PLPP4	0.0
XAGE1A	0.0
CPA1	0.0
XAGE1B	0.0
XAGE2	0.0
FAM25G	0.0
FAM25C	0.0
FAM25A	0.0
CPA6	0.0
CPA3	0.0
FAM24A	0.0
FAM243B	0.0
CPA2	0.0
XAGE3	0.0
PLK5	0.0
PITX3	0.0
PITX2	0.0
AGTR1	0.0
MMP3	0.0
PHYHIPL	0.0
MMP8	0.0
PHYHIP	0.0
FAM189A1	0.0
PHOX2B	0.0
PHGR1	0.0
FAM183A	0.0
PHF21B	0.0
FAM181A	0.0
PI15	0.0
CDSN	0.0
CDX2	0.0
CDX4	0.0
PGR	0.0
AFP	0.0
MOGAT1	0.0
MOGAT2	0.0
CDY1	0.0
PGLYRP4	0.0
COL8A2	0.0
PGLYRP3	0.0
CDX1	0.0
MMP27	0.0
MMP26	0.0
CDK5R2	0.0
AGT	0.0
PIRT	0.0
MLN	0.0
MLNR	0.0
CDH5	0.0
AGR3	0.0
PIP	0.0
AGR2	0.0
ELANE	0.0
CDHR5	0.0
ZAN	0.0
MMD2	0.0
ZAR1	0.0
ZAR1L	0.0
MMP1	0.0
MMP10	0.0
FAM205A	0.0
MMP12	0.0
MMP14	0.0
ZBBX	0.0
MMP16	0.0
MMP2	0.0
MMP20	0.0
CER1	0.0
PCARE	0.0
ZIC4	0.0
CNTNAP4	0.0
OR8U1	0.0
CMA1	0.0
OR8K5	0.0
OR8K3	0.0
OR8K1	0.0
OR8J2	0.0
CLVS2	0.0
EXOC1L	0.0
OR8J1	0.0
OR8I2	0.0
OR8U3	0.0
OR8H3	0.0
OR8H1	0.0
OR8D4	0.0
OR8D2	0.0
OR8D1	0.0
OR8B8	0.0
OR8B4	0.0
OR8B12	0.0
OR8A1	0.0
EVX2	0.0
OR7G3	0.0
OR8H2	0.0
OR7G1	0.0
OR8U8	0.0
OR9A2	0.0
OTOP1	0.0
MYOC	0.0
MYOCD	0.0
MYOD1	0.0
OTOL1	0.0
ACTL9	0.0
ACTL8	0.0
OTC	0.0
ACTL7B	0.0
CFHR4	0.0
OR8U9	0.0
OSR2	0.0
ACTL6B	0.0
CFHR5	0.0
ACTC1	0.0
ACTBL2	0.0
ORM1	0.0
ACSM4	0.0
OR9G9	0.0
OR9G4	0.0
OR9G1	0.0
OR9A4	0.0
CMTM5	0.0
OR7E24	0.0
OR7D4	0.0
EVX1	0.0
ACR	0.0
OR6B2	0.0
OR6B1	0.0
OR5W2	0.0
OR5V1	0.0
OR5T3	0.0
OR5T2	0.0
OR5T1	0.0
OR5P3	0.0
OR5P2	0.0
NAT8L	0.0
ZNF488	0.0
ZNF503	0.0
OR5M8	0.0
OR5M11	0.0
OR5M10	0.0
OR5L2	0.0
OR5L1	0.0
ACOT12	0.0
OR5K4	0.0
OR5K3	0.0
NBPF4	0.0
OR5M9	0.0
NAT8B	0.0
OR6C1	0.0
NAT2	0.0
OR7C2	0.0
OR7C1	0.0
NANOGP8	0.0
OR7A5	0.0
NANOS2	0.0
OR6X1	0.0
OR6T1	0.0
OR6S1	0.0
CLRN3	0.0
CLRN2	0.0
OR6Q1	0.0
OR6K3	0.0
OR6K2	0.0
OR6J1	0.0
OR6C76	0.0
OR6C74	0.0
OR6C70	0.0
EVPLL	0.0
OR6C65	0.0
OR6C6	0.0
CLPSL2	0.0
CLPSL1	0.0
OR6C4	0.0
OTOP2	0.0
PLVAP	0.0
MYO7B	0.0
ACTRT1	0.0
PAH	0.0
FABP6	0.0
ADAMTS5	0.0
MUC13	0.0
ADAMTS3	0.0
MUC2	0.0
CFAP46	0.0
MUC22	0.0
ADAMTS20	0.0
ADAMTS19	0.0
FABP9	0.0
MUC5AC	0.0
MUC7	0.0
CFAP47	0.0
MUCL3	0.0
PAGE3	0.0
FABP1	0.0
MUSK	0.0
PAGE1	0.0
ZNF214	0.0
PADI6	0.0
CFAP58	0.0
FABP12	0.0
PADI3	0.0
MTTP	0.0
ADCYAP1	0.0
ZIC5	0.0
ZIM2	0.0
CNTNAP3C	0.0
PAX7	0.0
PAX3	0.0
PAX2	0.0
PATE3	0.0
CNTN5	0.0
ADGRB3	0.0
PATE1	0.0
ADAMTSL1	0.0
CES5A	0.0
CETN1	0.0
CNTFR	0.0
CFAP126	0.0
PAQR9	0.0
ADGRA1	0.0
MTNR1A	0.0
MTNR1B	0.0
CNR1	0.0
PAPOLB	0.0
PANX3	0.0
PASD1	0.0
PADI1	0.0
MXRA5	0.0
F9	0.0
MYL4	0.0
P2RX1	0.0
CNBD1	0.0
MYL7	0.0
CFC1	0.0
MYLK2	0.0
OXCT2	0.0
MYMK	0.0
MYMX	0.0
CFC1B	0.0
MYL3	0.0
ADAM2	0.0
OVCH2	0.0
ZNF280A	0.0
EYA2	0.0
OTX2	0.0
CFHR2	0.0
ACTRT2	0.0
MYO3A	0.0
OTP	0.0
OTOS	0.0
OTOR	0.0
OVOL1	0.0
MYL2	0.0
P2RX2	0.0
ELSPBP1	0.0
CNGA3	0.0
CNGA2	0.0
MYADML2	0.0
PABPN1L	0.0
PABPC5	0.0
PABPC4L	0.0
MYBPC1	0.0
ADAM7	0.0
MYBPHL	0.0
PABPC1L2B	0.0
ADAM30	0.0
MYF5	0.0
MYF6	0.0
P2RY4	0.0
MYH1	0.0
MYH13	0.0
MYH15	0.0
MYH2	0.0
P2RY12	0.0
MYH4	0.0
MYH7	0.0
F13B	0.0
MYH8	0.0
OTOP3	0.0
CARD18	0.0
GPR32	0.0
RBM46	0.0
DEFB124	0.0
BPIFA2	0.0
DEFB123	0.0
GHRHR	0.0
ARHGDIG	0.0
TMEM88B	0.0
DEFB121	0.0
ID4	0.0
BPIFB2	0.0
DEFB119	0.0
TMEM82	0.0
BPIFB3	0.0
BPIFB4	0.0
TMEM89	0.0
BPIFB6	0.0
BPIFC	0.0
BPY2	0.0
BPY2B	0.0
DEFB118	0.0
BPY2C	0.0
DEFB116	0.0
SMAD6	0.0
SMCP	0.0
GH2	0.0
GHSR	0.0
BPIFA1	0.0
GIP	0.0
SMIM39	0.0
TMEM47	0.0
DEFB132	0.0
ARHGEF25	0.0
DEFB131A	0.0
DEFB130B	0.0
DEFB130A	0.0
GIMD1	0.0
SMIM32	0.0
TMEM74	0.0
DEFB129	0.0
SMIM23	0.0
TMEM61	0.0
SMIM21	0.0
TMEM72	0.0
IBSP	0.0
DEFB128	0.0
DEFB127	0.0
DEFB126	0.0
BPI	0.0
DEFB125	0.0
SMIM28	0.0
HTRA3	0.0
SLURP2	0.0
DEFB114	0.0
IFNK	0.0
IFNL2	0.0
IFNL3	0.0
GGTLC1	0.0
DEFB107A	0.0
SLCO1C1	0.0
SLCO1B7	0.0
DEFB106B	0.0
SLCO1B3	0.0
DEFB106A	0.0
SLCO6A1	0.0
SLCO1B1	0.0
SLC9C1	0.0
TMIGD3	0.0
ARHGAP42	0.0
DEFB105B	0.0
SLC8A3	0.0
DEFB105A	0.0
SLC8A2	0.0
DUOXA2	0.0
ARHGAP36	0.0
DEFB104B	0.0
SLC9C2	0.0
DEFB115	0.0
GGTLC3	0.0
IFNB1	0.0
SLURP1	0.0
DEFB113	0.0
SLPI	0.0
SLN	0.0
DEFB110	0.0
DEFB108B	0.0
SLITRK1	0.0
IFNA1	0.0
IFNA10	0.0
IFNA13	0.0
IFNE	0.0
IFNA14	0.0
IFNA17	0.0
IFNA2	0.0
IFNA21	0.0
IFNA4	0.0
IFNA5	0.0
IFNA6	0.0
IFNA7	0.0
IFNA8	0.0
SLIT2	0.0
DEFB107B	0.0
IFNA16	0.0
IGF2	0.0
SMIM41	0.0
GJA10	0.0
HRCT1	0.0
GKN2	0.0
SOX18	0.0
SOX17	0.0
HRH3	0.0
SOX14	0.0
HRNR	0.0
SOX10	0.0
BIRC7	0.0
SOWAHA	0.0
HR	0.0
GKN1	0.0
HS3ST5	0.0
HS3ST6	0.0
BLID	0.0
HS6ST2	0.0
GK2	0.0
DSG4	0.0
GJE1	0.0
SOHLH1	0.0
TMEM247	0.0
SOD3	0.0
SOST	0.0
GJD2	0.0
HPX	0.0
SOX21	0.0
HOXC9	0.0
HOXD1	0.0
HOXD10	0.0
HOXD11	0.0
HOXD12	0.0
HOXD13	0.0
HOXD3	0.0
HOXD4	0.0
HOXD8	0.0
HOXD9	0.0
TMEM235	0.0
SPACA5B	0.0
HPCA	0.0
DES	0.0
TMEM229A	0.0
SPACA4	0.0
SPACA1	0.0
SP9	0.0
SP8	0.0
SP5	0.0
DSG1	0.0
SOX3	0.0
DEUP1	0.0
TMEM275	0.0
TMEM252	0.0
BMP10	0.0
SMR3A	0.0
SMPX	0.0
DEFB136	0.0
DEFB135	0.0
DEFB134	0.0
DEFB133	0.0
GJA5	0.0
SMOC2	0.0
SMO	0.0
SMLR1	0.0
SMR3B	0.0
HTR1A	0.0
SMIM9	0.0
HTR1E	0.0
GJA4	0.0
HTR2C	0.0
HTR3A	0.0
HTR3C	0.0
HTR3D	0.0
HTR3E	0.0
HTR4	0.0
HTR5A	0.0
HTR1B	0.0
SOBP	0.0
HSPB8	0.0
HSPB6	0.0
HSD3B1	0.0
HSD3B2	0.0
BMP15	0.0
BMP5	0.0
ARL14EPL	0.0
BMX	0.0
BNC1	0.0
HSFX4	0.0
BNIP5	0.0
ARL14	0.0
HSPB7	0.0
SNCB	0.0
BOD1L2	0.0
DEFB4B	0.0
SNAI2	0.0
SMYD1	0.0
GJB1	0.0
GJA8	0.0
SMTNL2	0.0
DEFB4A	0.0
HSPB2	0.0
HSPB3	0.0
GJB3	0.0
HOXC8	0.0
TMPRSS11F	0.0
DEFB104A	0.0
SLC15A5	0.0
GBX1	0.0
SLC13A2	0.0
SLC13A1	0.0
DDAH1	0.0
C11orf86	0.0
C11orf87	0.0
C11orf91	0.0
TPPP2	0.0
SLC12A1	0.0
GBX2	0.0
TPPP3	0.0
AQP2	0.0
IQCF5	0.0
IQCF6	0.0
AQP12B	0.0
C11orf97	0.0
IQCJ	0.0
SKOR2	0.0
SIX6	0.0
TPSAB1	0.0
TPSD1	0.0
SLC10A6	0.0
SIX2	0.0
IP6K3	0.0
C11orf53	0.0
CAPZA3	0.0
INS	0.0
TP53TG3E	0.0
TP53TG3F	0.0
SLC22A14	0.0
INSL5	0.0
SLC22A12	0.0
INSM2	0.0
SLC22A10	0.0
INSYN2A	0.0
GC	0.0
TPD52L3	0.0
SLC1A3	0.0
GCG	0.0
SLC18A3	0.0
SLC18A2	0.0
SLC17A6	0.0
SLC17A2	0.0
DUXB	0.0
AQP5	0.0
DDI1	0.0
AQP4	0.0
GCGR	0.0
GCM2	0.0
TPSG1	0.0
AQP12A	0.0
GAS2L2	0.0
TRH	0.0
DCDC2C	0.0
SHBG	0.0
TRHR	0.0
SHANK3	0.0
ITGB3	0.0
TRIM10	0.0
C16orf78	0.0
ITGB6	0.0
TREML4	0.0
C16orf82	0.0
APOC2	0.0
SH3GL3	0.0
ITIH6	0.0
SH3GL2	0.0
ITLN1	0.0
C16orf92	0.0
GAP43	0.0
TRIM40	0.0
GAN	0.0
GALR3	0.0
TRIM15	0.0
GBA3	0.0
SHISA3	0.0
TRARG1	0.0
TPTE	0.0
C14orf180	0.0
C14orf39	0.0
SIGLECL1	0.0
SIGLEC6	0.0
DCSTAMP	0.0
TRABD2B	0.0
GATA5	0.0
IRS4	0.0
IRX1	0.0
TREH	0.0
IRX2	0.0
SI	0.0
ISL1	0.0
GATA4	0.0
ISLR	0.0
ISM2	0.0
APOL5	0.0
ISX	0.0
GATA1	0.0
GAST	0.0
SHISA7	0.0
IRX6	0.0
BRINP1	0.0
C10orf99	0.0
SLC22A6	0.0
DEFA3	0.0
DEFA1B	0.0
TMSB15A	0.0
SLC6A1	0.0
SLC66A1L	0.0
DUSP13	0.0
DEFA1	0.0
SLC5A9	0.0
SLC5A7	0.0
IL13	0.0
DEFA4	0.0
IL13RA2	0.0
SLC4A3	0.0
SLC4A1	0.0
BRS3	0.0
TNFAIP6	0.0
SLC45A3	0.0
IL1F10	0.0
DUSP15	0.0
IL1RAPL2	0.0
SLC39A12	0.0
BSPH1	0.0
IL17F	0.0
IL20RA	0.0
DEFA5	0.0
SLC6A18	0.0
TMPRSS15	0.0
IGFBP1	0.0
DEFB103B	0.0
BRINP2	0.0
TMPRSS2	0.0
IGFL1	0.0
TMPRSS9	0.0
IGFN1	0.0
DEFB103A	0.0
IGLL1	0.0
DEFA6	0.0
GFRA4	0.0
BRINP3	0.0
IGSF10	0.0
GFRA3	0.0
SLC6A7	0.0
IGSF23	0.0
SLC6A5	0.0
DEFB1	0.0
SLC6A3	0.0
SLC6A2	0.0
SLC6A19	0.0
SLC7A10	0.0
SLC22A24	0.0
TNMD	0.0
BSX	0.0
SLC27A6	0.0
SLC26A9	0.0
SLC26A7	0.0
GDF3	0.0
BTNL2	0.0
SLC26A10	0.0
BTNL3	0.0
GDF2	0.0
IMPG1	0.0
C10orf120	0.0
DUSP26	0.0
SLC25A31	0.0
TOPAZ1	0.0
INHA	0.0
INHBB	0.0
INHBC	0.0
SLC25A2	0.0
SLC24A5	0.0
TP53AIP1	0.0
SLC24A3	0.0
SLC22A8	0.0
SLC22A7	0.0
C10orf62	0.0
IL21	0.0
SLC28A3	0.0
SLC2A2	0.0
IL22RA1	0.0
IL22RA2	0.0
SLC35G6	0.0
IL25	0.0
SLC35G4	0.0
DUSP21	0.0
TNN	0.0
SLC35D3	0.0
IL31	0.0
BTC	0.0
IL9	0.0
IL36B	0.0
IL36RN	0.0
IL37	0.0
SLC32A1	0.0
TNNI2	0.0
TNNI3	0.0
BTG4	0.0
TNP1	0.0
IL6	0.0
SLC2A7	0.0
TNP2	0.0
IL36G	0.0
HOXC6	0.0
HOXC5	0.0
HOXC13	0.0
TAFA4	0.0
TAFA3	0.0
GUCA1ANB	0.0
GUCA1C	0.0
GUCA2A	0.0
GUCA2B	0.0
TFF3	0.0
TGFB2	0.0
GUCY2F	0.0
TGIF2LX	0.0
TAFA5	0.0
TACSTD2	0.0
TGIF2LY	0.0
TGM6	0.0
TAC1	0.0
TGM7	0.0
TAAR9	0.0
TAAR8	0.0
TAAR6	0.0
TAAR5	0.0
TAAR2	0.0
TAAR1	0.0
TACR3	0.0
TH	0.0
DNAJB8	0.0
TFDP3	0.0
GSTT2B	0.0
TAS2R7	0.0
GSX1	0.0
GSX2	0.0
TFAP2B	0.0
TAS2R50	0.0
TAS2R46	0.0
DPEP1	0.0
TAS2R41	0.0
TAS2R40	0.0
TFF1	0.0
TAS2R39	0.0
DPEP2NB	0.0
GPIHBP1	0.0
TAS2R3	0.0
TFAP2C	0.0
TAS2R16	0.0
GPHB5	0.0
TAS2R1	0.0
TAS1R2	0.0
TAS1R1	0.0
ATP6V1B1	0.0
TAS2R38	0.0
GSTT2	0.0
SYTL5	0.0
SYT9	0.0
DPT	0.0
GOLGA8T	0.0
H2BW1	0.0
H3-4	0.0
DMRTB1	0.0
DMRTA2	0.0
AVPR1B	0.0
AWAT1	0.0
AWAT2	0.0
H3C2	0.0
DPRX	0.0
ASB5	0.0
AXDND1	0.0
H3Y1	0.0
H3Y2	0.0
SUN5	0.0
H4C12	0.0
DMRTA1	0.0
DMRT3	0.0
SULT4A1	0.0
DMP1	0.0
H4C7	0.0
H3C4	0.0
ASIP	0.0
DPPA5	0.0
SYN2	0.0
SYT7	0.0
ASIC5	0.0
SYT6	0.0
THEG	0.0
H1-6	0.0
THEGL	0.0
H1-8	0.0
GP9	0.0
H2AB3	0.0
H2AC1	0.0
SYCN	0.0
ASIC2	0.0
H2AC18	0.0
THPO	0.0
GOT1L1	0.0
SYPL2	0.0
ATXN3L	0.0
SYNPR	0.0
H2AP	0.0
SYNDIG1	0.0
SYNC	0.0
H2BC1	0.0
H2AC15	0.0
SULT1C3	0.0
TAS2R8	0.0
TEX55	0.0
GPRIN2	0.0
TCP11X2	0.0
TCP11X1	0.0
GPR182	0.0
GPT	0.0
TCIM	0.0
TCHHL1	0.0
GPX5	0.0
TEX19	0.0
ASTN1	0.0
TDRD10	0.0
TCEAL6	0.0
TBXT	0.0
GRB14	0.0
DNMT3L	0.0
TEX26	0.0
ATOH1	0.0
GREM1	0.0
TBX5	0.0
TEX28	0.0
GRHL3	0.0
GPR156	0.0
GPR17	0.0
GRIA2	0.0
GPRC6A	0.0
TEX13D	0.0
TEX13A	0.0
