	Enrichment	P-Value	Q-Value
MIR4286	-0.25565711468444147	0.1	1.0
ROAZ_01	-0.2556816684373493	0.6	1.0
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_DN	-0.2556858649235854	0.1	1.0
ACAACCT_MIR453	-0.25578283261794366	0.1	1.0
GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_UP	-0.25585641854252894	0.1	1.0
HP_ABNORMALITY_OF_ENDOCRINE_PANCREAS_PHYSIOLOGY	-0.25592708047965823	0.3	1.0
GOMF_CLATHRIN_HEAVY_CHAIN_BINDING	-0.2559555502308408	0.4	1.0
GOBP_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	-0.2559941860916723	0.4	1.0
HP_CURLY_HAIR	-0.25600087769956154	0.3	1.0
MIR4999_3P	-0.2560736859112891	0.1	1.0
STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_DN	-0.2561037717232381	0.4	1.0
GOBP_PEPTIDYL_L_CYSTEINE_S_PALMITOYLATION	-0.2561172723133456	0.2	1.0
REACTOME_INTEGRIN_SIGNALING	-0.2563893667025935	0.3	1.0
MIR1908_5P	-0.25639453337388013	0.3	1.0
REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION	-0.2563974186174595	0.3	1.0
GNF2_TDG	-0.25641557665847226	0.1	1.0
HP_MICROCYTIC_ANEMIA	-0.2564284236364681	0.4	1.0
GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING	-0.2565130362102811	0.1	1.0
GOCC_MEDIATOR_COMPLEX	-0.25654278476244174	0.1	1.0
GOBP_CD40_SIGNALING_PATHWAY	-0.25654508053941283	0.2	1.0
GENTILE_UV_RESPONSE_CLUSTER_D2	-0.2565504574582616	0.2	1.0
ELVIDGE_HYPOXIA_UP	-0.256555541233966	0.1	1.0
GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	-0.25656938599453816	0.1	1.0
HP_ABNORMALITY_OF_THE_SPINOCEREBELLAR_TRACTS	-0.25657035580105303	0.5	1.0
GOBP_CELLULAR_RESPONSE_TO_VIRUS	-0.25665788600659667	0.1	1.0
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	-0.256657973640337	0.2	1.0
HP_HIP_FLEXOR_WEAKNESS	-0.2567134596222163	0.4	1.0
GOCC_DENDRITE_TERMINUS	-0.25683718071920625	0.4	1.0
GOMF_ANDROSTAN_3_ALPHA_17_BETA_DIOL_DEHYDROGENASE_ACTIVITY	-0.25684692503285617	0.7	1.0
KAMMINGA_SENESCENCE	-0.25686987444086296	0.4	1.0
GCM_MYST2	-0.2568714710664391	0.1	1.0
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_UP	-0.25688251863677886	0.1	1.0
HP_ABNORMALITY_OF_THE_PERIUNGUAL_REGION	-0.25690811447789724	0.2	1.0
HP_OLIVOPONTOCEREBELLAR_ATROPHY	-0.25690836611768286	0.5	1.0
HP_ABNORMAL_BRAIN_POSITRON_EMISSION_TOMOGRAPHY	-0.2569190716456059	0.1	1.0
HP_CLOVERLEAF_SKULL	-0.2569301498449978	0.3	1.0
MIR4452	-0.2569755751074633	0.1	1.0
TBK1.DN.48HRS_UP	-0.256982434560374	0.2	1.0
GOBP_RIG_I_SIGNALING_PATHWAY	-0.25714448816761676	0.3	1.0
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_DN	-0.25715515647415005	0.3	1.0
HP_EEG_WITH_SPIKE_WAVE_COMPLEXES_3_5_HZ	-0.2571685951311137	0.6	1.0
GOCC_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX	-0.2573122391097855	0.3	1.0
GOBP_RUFFLE_ORGANIZATION	-0.25731688146422244	0.1	1.0
GOCC_SYMMETRIC_SYNAPSE	-0.25748591318846026	0.3	1.0
HP_RECTAL_FISTULA	-0.25774516421283744	0.4	1.0
MIR11181_5P	-0.25781758757552853	0.1	1.0
AIZARANI_LIVER_C22_RESIDENT_B_CELLS_2	-0.2578380527816125	0.2	1.0
GOBP_ESTROGEN_BIOSYNTHETIC_PROCESS	-0.25787668938085095	0.3	1.0
KARLSSON_TGFB1_TARGETS_UP	-0.25790570367936627	0.1	1.0
GOMF_DYNEIN_LIGHT_INTERMEDIATE_CHAIN_BINDING	-0.25796042863312535	0.2	1.0
MIR4632_5P	-0.2580122644947513	0.1	1.0
GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ADAPTOR_ACTIVITY	-0.25802355994335396	0.5	1.0
GSE27786_ERYTHROBLAST_VS_NEUTROPHIL_UP	-0.2580262280448183	0.1	1.0
BIOCARTA_PDGF_PATHWAY	-0.25803526349208283	0.1	1.0
HP_AXONAL_DEGENERATION_REGENERATION	-0.2580905604521479	0.5	1.0
MODULE_166	-0.25809287131141856	0.1	1.0
MIR4633_5P	-0.2581294176050968	0.1	1.0
GSE40068_BCL6_POS_VS_NEG_CXCR5_POS_TFH_DN	-0.25815773188093116	0.1	1.0
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_B_CELLS	-0.2581751078692793	0.2	1.0
GOBP_PEROXISOME_FISSION	-0.25825251913729225	0.1	1.0
GOBP_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	-0.2582578591570743	0.1	1.0
HALLMARK_ANDROGEN_RESPONSE	-0.2582879954963501	0.1	1.0
HP_THICKENED_CORTEX_OF_LONG_BONES	-0.25831705216252654	0.3	1.0
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	-0.2583513833646672	0.1	1.0
GOMF_PEPTIDE_N_ACETYLTRANSFERASE_ACTIVITY	-0.2583565439935015	0.1	1.0
HP_ENCEPHALOMALACIA	-0.2583770690351235	0.6	1.0
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	-0.2583971057226164	0.4	1.0
GSE37532_WT_VS_PPARG_KO_VISCERAL_ADIPOSE_TISSUE_TCONV_DN	-0.258417257169139	0.1	1.0
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN	-0.25845674643199723	0.1	1.0
HP_CAMPTODACTYLY_OF_TOE	-0.2584638328088309	0.4	1.0
GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS	-0.2584652075500036	0.2	1.0
GOBP_GAMMA_DELTA_T_CELL_ACTIVATION	-0.2584729571992239	0.6	1.0
MIR4759	-0.25851847522158394	0.1	1.0
REACTOME_SIGNALING_BY_NOTCH1	-0.2587037715552288	0.1	1.0
GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_UP	-0.25877605425643097	0.1	1.0
GOBP_SYNAPTIC_VESICLE_BUDDING	-0.2588049114687511	0.3	1.0
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE	-0.25884900500140773	0.2	1.0
MIR4436B_3P	-0.2588665056940444	0.1	1.0
HP_FETAL_ULTRASOUND_SOFT_MARKER	-0.25886724926895965	0.1	1.0
MIR4663	-0.25895467869421657	0.1	1.0
MODULE_265	-0.2589561702003522	0.3	1.0
HP_SCLERODERMA	-0.2591717557861907	0.5	1.0
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	-0.2591798909186004	0.3	1.0
ERWIN_COHEN_PBMC_TC_83_AGE_18_45YO_NON_RESPONDERS_PREVIOUSLY_IMMUNIZED_24HR_DEG_CANONICAL_PATHWAY_MEMBERS_UP	-0.2592076322947284	0.2	1.0
HP_HASHIMOTO_THYROIDITIS	-0.2593609757981353	0.4	1.0
KEGG_CHRONIC_MYELOID_LEUKEMIA	-0.25941001130602764	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	-0.2594460298539082	0.4	1.0
MODULE_186	-0.25951942031167663	0.3	1.0
GOCC_CHAPERONIN_CONTAINING_T_COMPLEX	-0.2595562648791222	0.3	1.0
GOMF_PROTEIN_DEMETHYLASE_ACTIVITY	-0.25955854683166524	0.3	1.0
GSE17721_4_VS_24H_GARDIQUIMOD_BMDC_DN	-0.2595698175397928	0.1	1.0
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	-0.25958242209442306	0.5	1.0
GOBP_RNA_EXPORT_FROM_NUCLEUS	-0.25963101671919997	0.1	1.0
HP_ABNORMAL_FEMORAL_HEAD_MORPHOLOGY	-0.25965546538248524	0.1	1.0
GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION	-0.25974137860568663	0.2	1.0
OCONNOR_PBMC_MENVEO_ACWYVAX_AGE_30_70YO_7DY_AFTER_SECOND_DOSE_VS_7DY_AFTER_FIRST_DOSE_DN	-0.25980052053871167	0.1	1.0
GSE15271_CXCR4_POS_VS_NEG_GC_BCELL_UP	-0.2598349845028158	0.1	1.0
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	-0.2598547020045661	0.6	1.0
BUCASAS_PBMC_FLUARIX_FLUVIRIN_CAUCASIAN_MALE_AGE_18_40YO_HIGH_RESPONDERS_1DY_TOP_FUNCTIONAL_NETWORK_POSITIVE	-0.25993491353960074	0.4	1.0
BIOCARTA_TALL1_PATHWAY	-0.2599571874814641	0.5	1.0
MIR6810_5P	-0.26006513947498416	0.1	1.0
PID_TRAIL_PATHWAY	-0.260171284146846	0.2	1.0
GOMF_TROPOMYOSIN_BINDING	-0.26017666423775637	0.6	1.0
WP_BIOMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS	-0.2601791809580705	0.2	1.0
HP_DELUSIONS	-0.26019734223956925	0.1	1.0
BOYAULT_LIVER_CANCER_SUBCLASS_G1_UP	-0.2603302200781445	0.1	1.0
RODRIGUES_NTN1_AND_DCC_TARGETS	-0.26036623102778944	0.1	1.0
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	-0.2603694070589412	0.2	1.0
GOBP_LYSOSOMAL_PROTEIN_CATABOLIC_PROCESS	-0.26042992893428846	0.4	1.0
GOBP_REGULATION_OF_ACYL_COA_BIOSYNTHETIC_PROCESS	-0.26045338612610647	0.5	1.0
STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN	-0.26046745380652186	0.2	1.0
HP_REDUCED_BRAIN_N_ACETYL_ASPARTATE_LEVEL_BY_MRS	-0.26053629430530584	0.5	1.0
MIR7151_5P	-0.2605660449240412	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	-0.2605908001981894	0.3	1.0
MIR6879_5P	-0.2607272038427238	0.1	1.0
HP_COARSE_HAIR	-0.26079351958860064	0.1	1.0
ERWIN_COHEN_BLOOD_VACCINE_TC_83_AGE_23_48YO_VACCINATED_VS_CONTROL_2DY_DN	-0.26091143725916555	0.1	1.0
IPA_MYOCD_DN	-0.260917366195661	0.6	1.0
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	-0.26094323415593673	0.1	1.0
GOBP_ACETYL_COA_METABOLIC_PROCESS	-0.26096095986398204	0.1	1.0
GOBP_REGULATION_OF_ASPARTIC_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	-0.26098776802482837	0.4	1.0
HP_MILD_SHORT_STATURE	-0.26106952435766817	0.3	1.0
MIR217_3P	-0.2610704100072997	0.1	1.0
MIR122B_5P	-0.26108077691539455	0.1	1.0
GOMF_LIGASE_ACTIVITY_FORMING_CARBON_NITROGEN_BONDS	-0.26113237271352396	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	-0.2611707982313966	0.1	1.0
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP	-0.26129665328902885	0.1	1.0
GOBP_REGULATION_OF_PROTEIN_IMPORT	-0.26130948139043014	0.1	1.0
HP_METATARSUS_VALGUS	-0.2613331898182371	0.4	1.0
MIR6836_5P	-0.2613900240492147	0.1	1.0
GOMF_PROLINE_RICH_REGION_BINDING	-0.2614678196224664	0.5	1.0
WP_IL4_SIGNALING_PATHWAY	-0.26156474503502697	0.1	1.0
HP_SMOOTH_PHILTRUM	-0.2615892296343158	0.1	1.0
GOBP_CENTRIOLE_CENTRIOLE_COHESION	-0.26165565933085594	0.6	1.0
GOBP_PROTOPORPHYRINOGEN_IX_BIOSYNTHETIC_PROCESS	-0.2616916761994526	0.5	1.0
GOBP_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY	-0.26169351898040655	0.4	1.0
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION	-0.261699347315208	0.1	1.0
GOMF_ORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	-0.26175388476185446	0.1	1.0
GOMF_MACROMOLECULE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	-0.2617863033814752	0.3	1.0
GOMF_CATION_CHLORIDE_SYMPORTER_ACTIVITY	-0.26181013198142866	0.3	1.0
GOBP_MEMBRANE_RAFT_LOCALIZATION	-0.261861337402439	0.5	1.0
GOCC_TELOMERE_CAP_COMPLEX	-0.2619640125764813	0.2	1.0
YBX3_TARGET_GENES	-0.26199312823237997	0.1	1.0
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_EXONUCLEOLYTIC	-0.26199742573765306	0.1	1.0
CCCACAT_MIR2993P	-0.26213106844037676	0.1	1.0
GOBP_PENTOSE_METABOLIC_PROCESS	-0.2621847473604758	0.4	1.0
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	-0.2621952190434187	0.3	1.0
CHANDRAN_METASTASIS_TOP50_DN	-0.26223506140886316	0.1	1.0
GSE41867_DAY6_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN	-0.2622457452105492	0.1	1.0
GKCGCNNNNNNNTGAYG_UNKNOWN	-0.2623953760903471	0.1	1.0
GTGCCAT_MIR183	-0.2624014224573072	0.1	1.0
REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS	-0.26243198880081436	0.1	1.0
MORI_PRE_BI_LYMPHOCYTE_DN	-0.26244303763951127	0.1	1.0
GOBP_PYRIMIDINE_NUCLEOTIDE_CATABOLIC_PROCESS	-0.26244866682348733	0.3	1.0
GSE27291_0H_VS_7D_STIM_GAMMADELTA_TCELL_DN	-0.26244902719509505	0.1	1.0
GOCC_NADPH_OXIDASE_COMPLEX	-0.2624572407003646	0.4	1.0
HP_THORACOLUMBAR_KYPHOSIS	-0.26247060198479155	0.2	1.0
REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS	-0.26247107236804873	0.4	1.0
WP_SPHINGOLIPID_METABOLISM_GENERAL_OVERVIEW	-0.2625803289083756	0.3	1.0
ZBED4_TARGET_GENES	-0.2625845346152281	0.1	1.0
GOMF_METHYL_CPG_BINDING	-0.2626649556448786	0.1	1.0
HP_PERIVENTRICULAR_WHITE_MATTER_HYPERDENSITIES	-0.2627851724622745	0.2	1.0
HP_ABNORMALITY_OF_THE_DENTATE_NUCLEUS	-0.2628702301040287	0.3	1.0
GSE16266_CTRL_VS_LPS_STIM_MEF_UP	-0.2628739264214407	0.1	1.0
REACTOME_SIGNALING_BY_PTK6	-0.2628827300909278	0.1	1.0
GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_UP	-0.2629131627762266	0.1	1.0
GOBP_CELLULAR_RESPONSE_TO_ALDEHYDE	-0.2629484846858742	0.4	1.0
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_ONE_CARBON_GROUPS	-0.2629796527595238	0.1	1.0
HELLER_SILENCED_BY_METHYLATION_DN	-0.26305392450004056	0.1	1.0
HOFT_CD4_POSITIVE_ALPHA_BETA_MEMORY_T_CELL_BCG_VACCINE_AGE_18_45YO_ID_7DY_TOP_100_DEG_EX_VIVO_DN	-0.2630713883775337	0.4	1.0
MIR6128	-0.26308219215700474	0.1	1.0
WP_ENERGY_METABOLISM	-0.2630876619198081	0.1	1.0
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME	-0.26313325852714053	0.2	1.0
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN	-0.26319511754032276	0.1	1.0
TESAR_ALK_TARGETS_HUMAN_ES_5D_DN	-0.2632039599401298	0.2	1.0
RIZKI_TUMOR_INVASIVENESS_2D_DN	-0.2632068666869129	0.1	1.0
GOMF_GAMMA_TUBULIN_BINDING	-0.2632504235016158	0.3	1.0
GOBP_REGULATION_OF_NEURON_MATURATION	-0.2632774688581787	0.4	1.0
WP_KYNURENINE_PATHWAY_AND_LINKS_TO_CELLULAR_SENESCENCE	-0.2633221886411202	0.3	1.0
HP_CHORIORETINAL_COLOBOMA	-0.26333414332909444	0.1	1.0
GSE23505_IL6_IL1_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP	-0.26340112843841385	0.1	1.0
GOMF_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY	-0.2634022257462631	0.1	1.0
HP_PARONYCHIA	-0.2634138789956486	0.2	1.0
GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY7_UP	-0.26349368861375455	0.1	1.0
MIR365A_5P	-0.26361853342494995	0.1	1.0
GOBP_REGULATION_OF_STRESS_GRANULE_ASSEMBLY	-0.26365014579619495	0.4	1.0
HP_ULNAR_DEVIATION_OF_THE_HAND	-0.2636583219996305	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_FOLDING	-0.26372010551263236	0.5	1.0
GOBP_RESPONSE_TO_PROSTAGLANDIN	-0.263737164457947	0.1	1.0
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_DN	-0.2637636312273205	0.3	1.0
GOMF_CARBOHYDRATE_CATION_SYMPORTER_ACTIVITY	-0.2637714924407166	0.3	1.0
GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_DN	-0.26380618875107775	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	-0.26381656936742176	0.1	1.0
MIR6529_5P	-0.2638357365552012	0.1	1.0
REACTOME_CREB_PHOSPHORYLATION	-0.26390044729231554	0.8	1.0
REACTOME_DEADENYLATION_OF_MRNA	-0.2640092851393068	0.3	1.0
GOBP_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	-0.2641748092776637	0.5	1.0
REACTOME_NEUROFASCIN_INTERACTIONS	-0.26419630895278196	0.3	1.0
THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_28DY_UP	-0.26424793820704484	0.1	1.0
GOMF_EXORIBONUCLEASE_ACTIVITY	-0.26426015931758984	0.1	1.0
HP_ABNORMALITY_OF_THE_VESTIBULOCOCHLEAR_NERVE	-0.2642626480085841	0.7	1.0
YANG_BREAST_CANCER_ESR1_UP	-0.2643471752620733	0.2	1.0
GOMF_7SK_SNRNA_BINDING	-0.26443806347781107	0.5	1.0
MIR12121	-0.2645194913959887	0.2	1.0
GOBP_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION	-0.26456403328877953	0.6	1.0
REACTOME_MUCOPOLYSACCHARIDOSES	-0.2646027953572343	0.3	1.0
HP_ABNORMAL_SIZE_OF_PITUITARY_GLAND	-0.2646427325445065	0.1	1.0
HP_EXERCISE_INDUCED_MUSCLE_CRAMPS	-0.2646851602018144	0.3	1.0
MIR1257	-0.26471757941533136	0.1	1.0
GOMF_TAT_PROTEIN_BINDING	-0.2647322285137823	0.5	1.0
PID_ERBB1_INTERNALIZATION_PATHWAY	-0.2647409735663288	0.3	1.0
MIR4652_5P	-0.26485772863801427	0.1	1.0
HP_HYPOPLASIA_OF_THE_ODONTOID_PROCESS	-0.26487087105119267	0.3	1.0
MIR4717_3P	-0.26487587543784413	0.1	1.0
GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY	-0.2649361023426341	0.4	1.0
MIR643	-0.2649745192395162	0.1	1.0
GCM_RAF1	-0.26507974230082565	0.2	1.0
GOBP_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	-0.265089331833694	0.1	1.0
GOMF_DNA_TOPOISOMERASE_BINDING	-0.2651049019602586	0.5	1.0
GOBP_PROTEIN_AUTO_ADP_RIBOSYLATION	-0.2651733006217065	0.4	1.0
GOBP_RESPONSE_TO_LIGHT_INTENSITY	-0.26521338941670225	0.4	1.0
MIR4480	-0.2652401141652137	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	-0.2652817765951831	0.1	1.0
GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	-0.2653155397088313	0.1	1.0
WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS	-0.26535091346825274	0.2	1.0
REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING	-0.26536982359084615	0.8	1.0
HP_ABNORMAL_PUPILLARY_FUNCTION	-0.2654311011264314	0.1	1.0
MIR6755_5P	-0.26549744714197143	0.2	1.0
AGTCTTA_MIR499	-0.2655041353022039	0.1	1.0
HP_DEVELOPMENTAL_STAGNATION	-0.26554883869743273	0.2	1.0
GOMF_ACYLGLYCEROL_LIPASE_ACTIVITY	-0.2656184509488886	0.3	1.0
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	-0.2656261280265262	0.1	1.0
GOMF_PURINE_DEOXYRIBONUCLEOTIDE_BINDING	-0.2656720783111524	0.7	1.0
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K	-0.2657326211855586	0.7	1.0
GOMF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	-0.265820226676511	0.1	1.0
HP_ABNORMAL_ENDOCARDIUM_MORPHOLOGY	-0.2658334860816443	0.1	1.0
TTGCWCAAY_CEBPB_02	-0.26584793608426954	0.1	1.0
HP_CENTRAL_Y_SHAPED_METACARPAL	-0.26594088033087093	0.2	1.0
GNF2_RAB3A	-0.2659865932909813	0.1	1.0
GOBP_MRNA_EXPORT_FROM_NUCLEUS	-0.26599013262670906	0.1	1.0
GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_UP	-0.2660226646931234	0.1	1.0
GOBP_SERINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	-0.2660500522479192	0.2	1.0
IPA_MED1_UP	-0.2660694351421534	0.1	1.0
HP_ABNORMAL_CD4_CD8_RATIO	-0.26617954155203255	0.6	1.0
HP_HEPATOCELLULAR_CARCINOMA	-0.26619772429612715	0.1	1.0
MIR3171	-0.2662254212997492	0.1	1.0
WP_METHIONINE_DE_NOVO_AND_SALVAGE_PATHWAY	-0.26622773297530095	0.3	1.0
SUBTIL_PROGESTIN_TARGETS	-0.2662475863997148	0.2	1.0
GSE14308_TH1_VS_NATURAL_TREG_DN	-0.26627845577735326	0.1	1.0
REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY	-0.2663326629605328	0.4	1.0
IPA_SKIL_UP	-0.2663373514131562	0.3	1.0
GOBP_SULFATE_TRANSPORT	-0.26638799884618064	0.5	1.0
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_TELOMERE	-0.2664692506883441	0.4	1.0
GOBP_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS	-0.26650969910296307	0.4	1.0
GOBP_RESPONSE_TO_ALUMINUM_ION	-0.2665962778598912	0.6	1.0
GOBP_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION	-0.26667379392141	0.5	1.0
GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE	-0.2667341828609218	0.2	1.0
HP_SUPERNUMERARY_MAXILLARY_INCISOR	-0.2667937369526674	0.5	1.0
GAGCCTG_MIR484	-0.2667980536421771	0.1	1.0
MIR6780A_3P	-0.26688619587729334	0.1	1.0
MIR216A_5P	-0.2668998828524696	0.1	1.0
JI_RESPONSE_TO_FSH_DN	-0.26693032683431883	0.1	1.0
GOBP_PEROXISOMAL_TRANSPORT	-0.26698580523493143	0.1	1.0
HP_ABNORMAL_PLATELET_GRANULES	-0.26703622371110597	0.5	1.0
GENTILE_UV_RESPONSE_CLUSTER_D7	-0.2670416986377629	0.1	1.0
GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDC_DN	-0.2670670580439897	0.1	1.0
HP_FRONTAL_CORTICAL_ATROPHY	-0.2670778033211411	0.1	1.0
HP_MICROGRAPHIA	-0.2670968871374749	0.3	1.0
GSE42724_MEMORY_VS_B1_BCELL_UP	-0.26711763566357855	0.1	1.0
WP_AMPLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS	-0.2671285654886975	0.1	1.0
GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	-0.26714291753801256	0.4	1.0
GOBP_ACTIN_FILAMENT_REORGANIZATION	-0.26721567854138095	0.2	1.0
GOMF_3_5_EXONUCLEASE_ACTIVITY	-0.2672496315059933	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA	-0.2672676967392511	0.6	1.0
WP_CANNABINOID_RECEPTOR_SIGNALING	-0.26726787126862817	0.2	1.0
GOBP_CHROMATIN_MAINTENANCE	-0.26733895152063075	0.5	1.0
GOBP_PROTEIN_O_LINKED_MANNOSYLATION	-0.26734411419028103	0.2	1.0
DESCARTES_FETAL_STOMACH_LYMPHOID_CELLS	-0.26737466516683356	0.1	1.0
PPARA_01	-0.26739381088279446	0.1	1.0
HP_SCLERAL_STAPHYLOMA	-0.26741262818610534	0.7	1.0
GOBP_ERYTHROCYTE_DEVELOPMENT	-0.2674334253366094	0.1	1.0
GOBP_AUTOPHAGOSOME_LYSOSOME_FUSION	-0.2674489395805451	0.5	1.0
GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	-0.2674495510119212	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE	-0.26751337968190914	0.2	1.0
GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS	-0.2675421119526289	0.2	1.0
NAKAYAMA_FRA2_TARGETS	-0.2675518279117222	0.1	1.0
GOBP_HOMOLOGOUS_CHROMOSOME_SEGREGATION	-0.26755807682429744	0.1	1.0
GSE11864_UNTREATED_VS_CSF1_IFNG_IN_MAC_UP	-0.2675603758027799	0.1	1.0
SNACANNNYSYAGA_UNKNOWN	-0.2676426517376222	0.1	1.0
REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM	-0.26766249495356953	0.1	1.0
GOBP_MICROTUBULE_ORGANIZING_CENTER_LOCALIZATION	-0.2676853196301939	0.3	1.0
MIR3675_5P	-0.2677592927386212	0.3	1.0
GOBP_SCHWANN_CELL_DEVELOPMENT	-0.26790385117294613	0.1	1.0
MIR1910_5P	-0.26790591050962576	0.1	1.0
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ETHER_BONDS	-0.26791031313186175	0.3	1.0
