	Enrichment	P-Value	Q-Value
GOBP_RETINAL_ROD_CELL_DEVELOPMENT	0.3072574522382731	0.4	1.0
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	0.30723533885092386	0.1	1.0
FURUKAWA_DUSP6_TARGETS_PCI35_UP	0.30723188276124036	0.2	1.0
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY	0.3072199805039641	0.1	1.0
GSE34515_CD16_POS_MONOCYTE_VS_DC_UP	0.30721170510707174	0.1	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2	0.3072116815667718	0.3	1.0
HP_ABNORMAL_URINE_ALPHA_KETOGLUTARATE_CONCENTRATION	0.30719159962221315	0.9	1.0
IPA_SMARCA4_DN	0.30718738346141194	0.7	1.0
GCM_SUPT4H1	0.30717752212399485	0.1	1.0
HP_UPPER_LIMB_MUSCLE_WEAKNESS	0.30716465749517285	0.3	1.0
GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_DN	0.3071577958585569	0.1	1.0
GSE37301_CD4_TCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	0.3071562832303731	0.1	1.0
GSE9037_CTRL_VS_LPS_1H_STIM_IRAK4_KO_BMDM_UP	0.3071500192914774	0.1	1.0
HP_MALROTATION_OF_SMALL_BOWEL	0.3071304608104952	0.5	1.0
MIR583	0.3071272340336064	0.1	1.0
GOMF_PHOSPHOLIPASE_BINDING	0.30712235586374104	0.7	1.0
IPA_PRDM1_UP	0.307105460536852	0.4	1.0
MODULE_171	0.307103128453164	0.2	1.0
GOBP_RETINAL_METABOLIC_PROCESS	0.30710203808619474	0.6	1.0
IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_UP	0.3070720208660148	0.5	1.0
PID_SYNDECAN_2_PATHWAY	0.3070624583542566	0.3	1.0
GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_DAY10_DN	0.3070462499340977	0.1	1.0
GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_UP	0.30704169681234145	0.1	1.0
BAKER_HEMATOPOESIS_STAT1_TARGETS	0.30701400725465294	0.6	1.0
HP_UTERINE_PROLAPSE	0.3070079416588432	0.4	1.0
REACTOME_RHOH_GTPASE_CYCLE	0.30698680370446435	0.6	1.0
KEGG_TYROSINE_METABOLISM	0.3069854996509858	0.3	1.0
SINGH_KRAS_DEPENDENCY_SIGNATURE	0.30696536171635136	0.3	1.0
GOMF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	0.30693666494922633	0.6	1.0
GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_DN	0.3069125013062599	0.1	1.0
GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_UP	0.3068947737868718	0.1	1.0
WP_MONOAMINE_TRANSPORT	0.30688891334457435	0.2	1.0
GSE17721_POLYIC_VS_CPG_16H_BMDC_UP	0.3068858966957492	0.1	1.0
MIR4676_5P	0.30688510686892345	0.3	1.0
MIR6511A_3P_MIR6511B_3P	0.30685636104709246	0.1	1.0
GSE360_DC_VS_MAC_T_GONDII_DN	0.3068230324772458	0.1	1.0
HP_MANDIBULAR_PROGNATHIA	0.3068175619593961	0.1	1.0
LEE_DIFFERENTIATING_T_LYMPHOCYTE	0.30677397722701066	0.1	1.0
GOCC_PROTEIN_KINASE_COMPLEX	0.30676991979831764	0.1	1.0
MIR2392	0.3067663889586524	0.2	1.0
RUIZ_TNC_TARGETS_UP	0.3067633725365478	0.1	1.0
GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY	0.3067602866594269	0.1	1.0
GSE2585_CTEC_VS_THYMIC_MACROPHAGE_DN	0.30675094820957083	0.1	1.0
GOCC_CELL_CELL_CONTACT_ZONE	0.3067404509066793	0.2	1.0
GOBP_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	0.30673753986443947	0.4	1.0
GOMF_CASPASE_BINDING	0.30673442665398704	0.5	1.0
RORA1_01	0.30672356939751144	0.1	1.0
HP_TYPICAL_ABSENCE_SEIZURE	0.30671458803443785	0.4	1.0
GOCC_TRANSCRIPTIONALLY_ACTIVE_CHROMATIN	0.30670684695364875	0.3	1.0
HP_BROAD_LONG_BONES	0.3066821953896895	0.1	1.0
HP_CEREBRAL_HYPOMYELINATION	0.3066748904982122	0.3	1.0
HP_APLASIA_HYPOPLASIA_OF_THE_DISTAL_PHALANX_OF_THE_5TH_TOE	0.3066511887800089	0.7	1.0
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS	0.3066334758754661	0.4	1.0
HP_ABNORMALITY_OF_ESOPHAGUS_PHYSIOLOGY	0.3066212241567482	0.1	1.0
GCM_RAB10	0.3065982905069379	0.1	1.0
HP_ABNORMAL_PULMONARY_THORACIC_IMAGING_FINDING	0.30659531609287544	0.1	1.0
GOMF_PHOSPHATASE_INHIBITOR_ACTIVITY	0.3065894548028493	0.1	1.0
GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_UP	0.3065401479820374	0.1	1.0
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_DN	0.30653059234773783	0.4	1.0
GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY3_DN	0.3065141570398291	0.1	1.0
HP_BRADYKINESIA	0.3065053726712408	0.1	1.0
HP_HEPATIC_NECROSIS	0.30650248694481835	0.6	1.0
GSE3982_MEMORY_CD4_TCELL_VS_BCELL_DN	0.30648208227313506	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MICROTUBULE	0.3064771448916708	0.5	1.0
MODULE_305	0.3064740620582178	0.5	1.0
GOMF_THYROID_HORMONE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.3064619163111994	0.9	1.0
GSE7548_DAY7_VS_DAY28_PCC_IMMUNIZATION_CD4_TCELL_UP	0.30644167892434	0.1	1.0
MODULE_204	0.3064112323239342	0.1	1.0
HP_REDUCED_TENDON_REFLEXES	0.30640442995815353	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH	0.3064042590139257	0.1	1.0
GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_DN	0.306403069246667	0.1	1.0
GSE21360_PRIMARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP	0.3063945503061194	0.1	1.0
MIR942_3P	0.3063880839903996	0.3	1.0
GKCGCNNNNNNNTGAYG_UNKNOWN	0.30635463961565434	0.2	1.0
HP_CHROMOSOME_BREAKAGE	0.3063510395225869	0.2	1.0
HP_CONTRACTURES_OF_THE_JOINTS_OF_THE_UPPER_LIMBS	0.3063459388020748	0.1	1.0
GOBP_CELLULAR_RESPONSE_TO_SODIUM_ARSENITE	0.30630408943311865	0.6	1.0
GCM_DDX11	0.30628998083327824	0.2	1.0
MIR6791_3P	0.30628117191757237	0.3	1.0
MIR3157_3P	0.3062785107271519	0.5	1.0
MIR3191_3P	0.30626854673918985	0.4	1.0
HOWARD_DENDRITIC_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP	0.30623552391085207	0.1	1.0
CSR_LATE_UP.V1_DN	0.30622016896271254	0.1	1.0
HP_GASTROPARESIS	0.3062199821446691	0.2	1.0
GOBP_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	0.30621703346626655	0.5	1.0
GSE25085_FETAL_BM_VS_ADULT_BM_SP4_THYMIC_IMPLANT_DN	0.30621357307721947	0.1	1.0
GSE17974_0H_VS_72H_IN_VITRO_ACT_CD4_TCELL_UP	0.3062086132765223	0.1	1.0
HP_EXTERNAL_EAR_MALFORMATION	0.3061957002792412	0.2	1.0
PEART_HDAC_PROLIFERATION_CLUSTER_UP	0.306160623317507	0.1	1.0
FRIDMAN_SENESCENCE_UP	0.3061551106379396	0.1	1.0
MIR6734_3P	0.3061476149352266	0.1	1.0
MIR216A_5P	0.30614487869445095	0.1	1.0
IPA_GATA3_DN	0.30612895629352954	0.3	1.0
GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_NKTCELL_DN	0.30612516702278897	0.1	1.0
CACCAGC_MIR138	0.30611794766940054	0.1	1.0
GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_DC_UP	0.30611609212934904	0.1	1.0
GOCC_CELL_CELL_JUNCTION	0.30610023493143595	0.1	1.0
NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_3DY_POSITIVE	0.30608060856600133	0.1	1.0
GSE41867_NAIVE_VS_DAY30_LCMV_CLONE13_EXHAUSTED_CD8_TCELL_UP	0.3060715163783371	0.1	1.0
GOBP_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS	0.3060647482743549	0.2	1.0
MIR6888_3P	0.30605399929638816	0.3	1.0
AP2_Q6_01	0.30604423467219266	0.1	1.0
TRAVAGLINI_LUNG_CD4_MEMORY_EFFECTOR_T_CELL	0.3060377678064772	0.3	1.0
GSE7852_LN_VS_FAT_TREG_DN	0.30602923122560266	0.1	1.0
GSE3982_DC_VS_EFF_MEMORY_CD4_TCELL_UP	0.30602771222307906	0.1	1.0
HP_SEVERE_INTRAUTERINE_GROWTH_RETARDATION	0.3059652704601746	0.4	1.0
GSE3039_CD4_TCELL_VS_ALPHAALPHA_CD8_TCELL_UP	0.3059273440719161	0.1	1.0
GOBP_RESPONSE_TO_PEPTIDE	0.3059223158786277	0.1	1.0
HP_IRIDOCYCLITIS	0.30590606131836356	0.7	1.0
GACAGGG_MIR339	0.3058973042288333	0.1	1.0
HP_METAPHYSEAL_SCLEROSIS	0.3058836553887985	0.4	1.0
BIOCARTA_CERAMIDE_PATHWAY	0.30588242054155385	0.4	1.0
MIR6811_5P	0.30587156977293445	0.1	1.0
ZHANG_PROLIFERATING_VS_QUIESCENT	0.30586541775329107	0.2	1.0
GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	0.30586126827206284	0.3	1.0
GSE43863_TH1_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_DN	0.30585503082159626	0.1	1.0
GSE42724_MEMORY_VS_B1_BCELL_DN	0.30584732388829405	0.1	1.0
GSE14308_TH17_VS_NATURAL_TREG_DN	0.3058419348578889	0.1	1.0
ZNF623_TARGET_GENES	0.3058331476847429	0.1	1.0
GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_UP	0.3058328191864492	0.1	1.0
GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_MAC_UP	0.30578599306752796	0.1	1.0
HP_SMOOTH_PHILTRUM	0.30578010008458095	0.1	1.0
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN	0.30577646099279393	0.2	1.0
GSE12392_WT_VS_IFNB_KO_CD8A_POS_SPLEEN_DC_UP	0.3057589944771103	0.1	1.0
HP_ABNORMAL_T_CELL_MORPHOLOGY	0.3057487415047515	0.1	1.0
HP_SPASTIC_HYPERACTIVE_BLADDER	0.3057346066393852	0.6	1.0
MIR6072	0.30571156879566036	0.1	1.0
GSE17186_BLOOD_VS_CORD_BLOOD_CD21LOW_TRANSITIONAL_BCELL_DN	0.3057101256871803	0.1	1.0
GSE13229_IMM_VS_MATURE_NKCELL_DN	0.3057029497484335	0.1	1.0
HP_ABNORMALITY_OF_MIDBRAIN_MORPHOLOGY	0.3056969433861528	0.1	1.0
HP_LONG_EYELASHES	0.3056940675645027	0.1	1.0
HP_DOWN_SLOPING_SHOULDERS	0.30568965085002253	0.3	1.0
GOBP_EXIT_FROM_MITOSIS	0.3056831012631184	0.4	1.0
GSE12845_IGD_POS_VS_NEG_BLOOD_BCELL_UP	0.305631311772407	0.1	1.0
GSE16266_CTRL_VS_LPS_STIM_MEF_UP	0.3056287116228996	0.1	1.0
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_AND_BRAIN_QTL_TRANS	0.30561586649030076	0.1	1.0
MIR1266_5P	0.3055976614073784	0.1	1.0
GOCC_ENDOPLASMIC_RETICULUM_QUALITY_CONTROL_COMPARTMENT	0.3055846444572219	0.2	1.0
MULLIGHAN_NPM1_SIGNATURE_3_UP	0.30557214121791926	0.1	1.0
GSE3982_MAST_CELL_VS_NKCELL_DN	0.305571855333359	0.1	1.0
HDGF_TARGET_GENES	0.305567808868899	0.1	1.0
GOMF_LYSOPHOSPHATIDIC_ACID_ACYLTRANSFERASE_ACTIVITY	0.3055594295184281	0.4	1.0
GSE27786_NKCELL_VS_ERYTHROBLAST_UP	0.305530600957756	0.1	1.0
MIR4745_5P	0.30552915739356	0.2	1.0
GSE30083_SP2_VS_SP4_THYMOCYTE_UP	0.3055267620394546	0.1	1.0
GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN	0.30551676108073467	0.1	1.0
MIR4650_5P	0.3055052607052225	0.1	1.0
GOBP_STEROID_HORMONE_MEDIATED_SIGNALING_PATHWAY	0.305500006724954	0.1	1.0
GSE13484_UNSTIM_VS_3H_YF17D_VACCINE_STIM_PBMC_UP	0.30547417695841644	0.1	1.0
GSE360_DC_VS_MAC_UP	0.30546838904011764	0.1	1.0
HP_MORPHOLOGICAL_ABNORMALITY_OF_THE_PYRAMIDAL_TRACT	0.30545894352395614	0.3	1.0
IVANOVA_HEMATOPOIESIS_STEM_CELL	0.30544318133651327	0.1	1.0
GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN	0.3054208481839407	0.1	1.0
MYB_Q5_01	0.30540676693235164	0.1	1.0
HP_HYPERURICEMIA	0.30538369948961963	0.4	1.0
MIR548AJ_5P_MIR548G_5P_MIR548X_5P	0.30537442075575455	0.1	1.0
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	0.30534387587209916	0.3	1.0
GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_DN	0.3053276639299927	0.1	1.0
GOBP_FREE_UBIQUITIN_CHAIN_POLYMERIZATION	0.3053219403888671	0.4	1.0
AACWWCAANK_UNKNOWN	0.30531122611608047	0.2	1.0
GSE360_CTRL_VS_L_MAJOR_DC_UP	0.3053059556890075	0.1	1.0
HP_VAGINAL_NEOPLASM	0.3053050299869387	0.3	1.0
GOBP_REGULATION_OF_B_CELL_DIFFERENTIATION	0.30530440438139334	0.3	1.0
GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_UP	0.30528422804600247	0.1	1.0
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE	0.30521984810151903	0.1	1.0
MIR302F	0.30520386224013996	0.1	1.0
GSE3982_DC_VS_MAC_DN	0.3052003363498182	0.1	1.0
HP_PULMONARY_FIBROSIS	0.3051975322967362	0.2	1.0
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_UP	0.3051910412172164	0.1	1.0
GSE7218_UNSTIM_VS_ANTIGEN_STIM_THROUGH_IGG_BCELL_DN	0.305175639326372	0.1	1.0
GSE23925_DARK_ZONE_VS_NAIVE_BCELL_DN	0.3051605256811834	0.1	1.0
REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION	0.3051549873717956	0.8	1.0
HP_LARGE_BEAKED_NOSE	0.305150974114225	0.7	1.0
KEGG_ERBB_SIGNALING_PATHWAY	0.30511658734050917	0.1	1.0
GOMF_HISTONE_SERINE_KINASE_ACTIVITY	0.30509870667369354	0.6	1.0
GSE6259_BCELL_VS_CD8_TCELL_DN	0.3050830923972387	0.1	1.0
IPA_NR1H2_DN	0.30506972864893384	0.5	1.0
HP_ULNAR_DEVIATION_OF_THE_HAND	0.30506350316670605	0.7	1.0
GOBP_NUCLEOTIDE_SALVAGE	0.3050603547704227	0.5	1.0
GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_DN	0.3050489824769799	0.1	1.0
HP_OLIGOHYDRAMNIOS	0.3050348141385014	0.1	1.0
GOBP_REGULATION_OF_MAST_CELL_ACTIVATION	0.3050333491579709	0.2	1.0
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP	0.30502658756611106	0.1	1.0
MIR6761_5P	0.3050118758974245	0.1	1.0
MIR545_5P	0.3050106233160214	0.1	1.0
BASSO_CD40_SIGNALING_UP	0.30501042518126886	0.1	1.0
HP_EEG_WITH_SPIKE_WAVE_COMPLEXES	0.30496529975913717	0.1	1.0
GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY	0.3049569093459852	0.1	1.0
HP_URINARY_INCONTINENCE	0.30494859111029576	0.1	1.0
GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TGFB_TREATED_CD4_TCELL_DN	0.3049437883771868	0.1	1.0
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY	0.3049379894157641	0.4	1.0
HAY_BONE_MARROW_MONOCYTE	0.30493118458312385	0.1	1.0
HP_ABNORMAL_RESPIRATORY_MOTILE_CILIUM_PHYSIOLOGY	0.3049222849489673	0.3	1.0
HP_SLOPING_FOREHEAD	0.3049213158961289	0.1	1.0
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.3048737010529411	0.4	1.0
FUJIWARA_PARK2_IN_LIVER_CANCER_DN	0.3048697750587479	0.6	1.0
YAGI_AML_SURVIVAL	0.3048684308805378	0.1	1.0
MIR92A_1_5P	0.30484509236366897	0.3	1.0
HP_CONGENITAL_ADRENAL_HYPERPLASIA	0.3048255120344515	0.4	1.0
GOBP_DIOL_METABOLIC_PROCESS	0.3048238385603195	0.3	1.0
GOBP_REGULATION_OF_PHOSPHOLIPID_TRANSLOCATION	0.3048214838888664	0.8	1.0
GSE360_L_DONOVANI_VS_L_MAJOR_MAC_DN	0.30480965210495964	0.1	1.0
BIOCARTA_TERT_PATHWAY	0.3048020156610081	0.5	1.0
MIR3622A_5P	0.30479085769493014	0.3	1.0
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.30476833821677574	0.3	1.0
GSE41867_DAY6_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_UP	0.30475337143848585	0.1	1.0
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION	0.3047443182794667	0.3	1.0
GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_DN	0.3047424176642673	0.1	1.0
PEA3_Q6	0.3047348920737901	0.1	1.0
GSE46606_IRF4HIGH_VS_WT_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_DN	0.3046936887150645	0.1	1.0
MIR548V	0.3046525388252577	0.1	1.0
GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_DN	0.3046521776202024	0.1	1.0
GSE31082_DN_VS_DP_THYMOCYTE_DN	0.3046289486960629	0.1	1.0
GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_DN	0.3046119523834065	0.1	1.0
MIR1273H_3P	0.3046095624339647	0.1	1.0
MIR34B_5P	0.30460291565098313	0.1	1.0
MIR8057	0.3045946928958725	0.1	1.0
GOBP_PYROPTOSIS	0.30457602847602233	0.5	1.0
HP_GENERALIZED_HIRSUTISM	0.30457225274398164	0.1	1.0
GOBP_CELLULAR_RESPONSE_TO_MURAMYL_DIPEPTIDE	0.30456656340122634	0.7	1.0
TACGGGT_MIR99A_MIR100_MIR99B	0.3045373969838464	0.4	1.0
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES	0.3045161983120582	0.5	1.0
GSE27859_DC_VS_CD11C_INT_F480_INT_DC_UP	0.30449946527040006	0.2	1.0
GSE3691_IFN_PRODUCING_KILLER_DC_VS_PLASMACYTOID_DC_SPLEEN_UP	0.3044781811352711	0.1	1.0
CHEN_HOXA5_TARGETS_9HR_DN	0.3044732801056224	0.1	1.0
GCM_BMPR2	0.3044646729453012	0.1	1.0
MIR891A_3P	0.30445892834728433	0.1	1.0
GOCC_HFE_TRANSFERRIN_RECEPTOR_COMPLEX	0.304453995712532	0.5	1.0
GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_DC_DN	0.3044412896090052	0.1	1.0
GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_DC_DN	0.30443835728368535	0.1	1.0
GSE17721_POLYIC_VS_CPG_1H_BMDC_DN	0.3044365507676763	0.1	1.0
GOBP_PURINE_CONTAINING_COMPOUND_SALVAGE	0.3044300250424461	0.9	1.0
GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT	0.3044238902542086	0.1	1.0
GOBP_FIBROBLAST_APOPTOTIC_PROCESS	0.30440735961862725	0.2	1.0
MIR432_3P	0.30439998407405455	0.2	1.0
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST	0.3043972053934548	0.1	1.0
GOBP_T_HELPER_1_CELL_DIFFERENTIATION	0.3043677564045525	0.4	1.0
MODULE_229	0.30436601191192814	0.4	1.0
REACTOME_SIGNALING_BY_ACTIVIN	0.3043330034095041	0.7	1.0
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	0.30427308611540865	0.1	1.0
HP_STATUS_EPILEPTICUS_WITHOUT_PROMINENT_MOTOR_SYMPTOMS	0.3042711205653864	0.4	1.0
GSE22886_NAIVE_VS_MEMORY_TCELL_UP	0.3042406060919178	0.1	1.0
GSE6259_33D1_POS_DC_VS_CD4_TCELL_DN	0.30423749929726035	0.1	1.0
WP_EBOLA_VIRUS_PATHWAY_ON_HOST	0.3042285864820779	0.1	1.0
HP_ABNORMAL_NERVE_CONDUCTION_VELOCITY	0.30421068601316303	0.1	1.0
MULLIGHAN_MLL_SIGNATURE_1_DN	0.30420366928351794	0.1	1.0
WP_NAD_METABOLISM_IN_ONCOGENEINDUCED_SENESCENCE_AND_MITOCHONDRIAL_DYSFUNCTIONASSOCIATED_SENESCENCE	0.30417739117362325	0.5	1.0
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_DN	0.30416768771468694	0.1	1.0
MORF_BCL2	0.30416040231596675	0.1	1.0
GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP	0.3041191603424133	0.1	1.0
HP_ABNORMAL_ATRIOVENTRICULAR_VALVE_MORPHOLOGY	0.3041185787321988	0.1	1.0
GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN	0.30409835718117045	0.1	1.0
GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN	0.30408917129426816	0.1	1.0
HP_DISTAL_MUSCLE_WEAKNESS	0.30408705093574273	0.1	1.0
GOBP_CELLULAR_PIGMENTATION	0.30407404061325044	0.2	1.0
GOBP_REGULATION_OF_EXIT_FROM_MITOSIS	0.30405383190198276	0.6	1.0
MIR548BB_3P	0.30404974476855184	0.1	1.0
GOMF_MYOSIN_BINDING	0.3040012023637506	0.1	1.0
HP_PANCREATIC_ISLET_CELL_ADENOMA	0.3039974137121054	0.3	1.0
GSE22282_HYPOXIA_VS_NORMOXIA_MYELOID_DC_DN	0.3039734155615432	0.1	1.0
IPA_SIRT2_UP	0.30395586652321666	0.7	1.0
BIOCARTA_LYMPHOCYTE_PATHWAY	0.3039547753297858	0.3	1.0
MODULE_350	0.30394967307306026	0.2	1.0
MIR4478	0.3039312712361414	0.1	1.0
GOBP_MODULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION	0.3039295320837714	0.5	1.0
GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_10MIN_UP	0.3039024037698244	0.1	1.0
GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_DN	0.3038993751889978	0.1	1.0
APPIERTO_RESPONSE_TO_FENRETINIDE_UP	0.3038645332080024	0.2	1.0
REACTOME_INTERLEUKIN_18_SIGNALING	0.3038456798709351	0.5	1.0
GCM_PTK2	0.3038414708573463	0.1	1.0
GOMF_CARBOHYDRATE_DERIVATIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.3038339432171425	0.2	1.0
GSE19923_WT_VS_HEB_KO_DP_THYMOCYTE_UP	0.30383180573834984	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION	0.30382000253827396	0.7	1.0
GSE9006_TYPE_1_DIABETES_AT_DX_VS_4MONTH_POST_DX_PBMC_UP	0.30379953819899463	0.1	1.0
GOBP_SECONDARY_HEART_FIELD_SPECIFICATION	0.30379053694638375	0.7	1.0
GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDC_UP	0.30378435057362696	0.1	1.0
MIR1_5P	0.3037812688678697	0.1	1.0
HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP	0.3037693378168559	0.6	1.0
REACTOME_NEUREXINS_AND_NEUROLIGINS	0.30376733838441844	0.2	1.0
XU_CREBBP_TARGETS_DN	0.30376051930880577	0.3	1.0
GSE25677_MPL_VS_R848_STIM_BCELL_DN	0.30375030806687336	0.1	1.0
HP_ARTERIAL_RUPTURE	0.30372642545024364	0.7	1.0
MORF_DDX11	0.3037187652510275	0.1	1.0
WP_ERBB_SIGNALING_PATHWAY	0.3037172493339301	0.1	1.0
GOBP_LONG_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS	0.30371019649883757	0.2	1.0
HP_GOWERS_SIGN	0.30370268562649455	0.2	1.0
GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP	0.30369684866104096	0.1	1.0
GOBP_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	0.3036826649382014	0.4	1.0
MIR6849_3P	0.30366937418074585	0.2	1.0
GOCC_CYCLIN_CDK_POSITIVE_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX	0.3036530657810324	0.7	1.0
GSE29164_DAY3_VS_DAY7_UNTREATED_MELANOMA_UP	0.3036513946395057	0.1	1.0
GSE37534_UNTREATED_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN	0.30362900416440614	0.1	1.0
MIR6733_5P	0.30362002823163947	0.1	1.0
MIR146B_5P	0.30361808478829	0.1	1.0
WP_FATTY_ACID_BIOSYNTHESIS	0.3036146560612857	0.2	1.0
MIR6829_3P	0.303604238070518	0.2	1.0
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	0.30360257367071286	0.2	1.0
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_6H_UP	0.3035899679049209	0.1	1.0
WU_HBX_TARGETS_2_UP	0.3035897179987261	0.4	1.0
GOBP_REGULATION_OF_TRANSLATIONAL_TERMINATION	0.3035782045475092	0.4	1.0
GSE27859_CD11C_INT_F480_HI_MACROPHAGE_VS_CD11C_ING_F480_INT_DC_UP	0.30355620555780327	0.1	1.0
WP_ATM_SIGNALING_PATHWAY	0.303533463979823	0.3	1.0
VALK_AML_CLUSTER_7	0.3035263213201904	0.1	1.0
